,Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount,Tiers
3825,T7_HEAD_PLATE_UNDEAD@1,https://render.albiononline.com/v1/item/T7_HEAD_PLATE_UNDEAD@1,Grandmaster's Graveguard Helmet 1,,4021,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_HEAD_PLATE_UNDEAD,Grandmaster's Ancient Padding,1.0,,,,,,,,,,1
3826,T7_HEAD_PLATE_UNDEAD@2,https://render.albiononline.com/v1/item/T7_HEAD_PLATE_UNDEAD@2,Grandmaster's Graveguard Helmet 2,,7037,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_HEAD_PLATE_UNDEAD,Grandmaster's Ancient Padding,1.0,,,,,,,,,,2
3827,T7_HEAD_PLATE_UNDEAD@3,https://render.albiononline.com/v1/item/T7_HEAD_PLATE_UNDEAD@3,Grandmaster's Graveguard Helmet 3,,12315,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_HEAD_PLATE_UNDEAD,Grandmaster's Ancient Padding,1.0,,,,,,,,,,3
3828,T7_HEAD_PLATE_UNDEAD@4,https://render.albiononline.com/v1/item/T7_HEAD_PLATE_UNDEAD@4,Grandmaster's Graveguard Helmet 4,,21551,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_HEAD_PLATE_UNDEAD,Grandmaster's Ancient Padding,1.0,,,,,,,,,,4
3829,T7_HELLGATE_5V5_LETHAL_1_MAP,https://render.albiononline.com/v1/item/T7_HELLGATE_5V5_LETHAL_1_MAP,Grandmaster's Hellgate Ritual ,100000.0,Silver,https://render.albiononline.com/v1/item/T7_SOUL,Grandmaster's Soul,5.0,,,,,,,,,,,,,
3830,T7_HIDE,https://render.albiononline.com/v1/item/T7_HIDE,Thick Hide ,2820.0,Silver,https://render.albiononline.com/v1/item/T6_HIDE,Robust Hide,1.0,,,,,,,,,,,,,
3831,T7_HIDE_LEVEL1,https://render.albiononline.com/v1/item/T7_HIDE_LEVEL1,Uncommon Thick Hide 1,5640.0,Silver,https://render.albiononline.com/v1/item/T6_HIDE_LEVEL1,Uncommon Robust Hide,1.0,,,,,,,,,,,,,1
3832,T7_HIDE_LEVEL2,https://render.albiononline.com/v1/item/T7_HIDE_LEVEL2,Rare Thick Hide 2,11270.0,Silver,https://render.albiononline.com/v1/item/T6_HIDE_LEVEL2,Rare Robust Hide,1.0,,,,,,,,,,,,,2
3833,T7_HIDE_LEVEL3,https://render.albiononline.com/v1/item/T7_HIDE_LEVEL3,Exceptional Thick Hide 3,22530.0,Silver,https://render.albiononline.com/v1/item/T6_HIDE_LEVEL3,Exceptional Robust Hide,1.0,,,,,,,,,,,,,3
3834,T7_HIDE_LEVEL4,https://render.albiononline.com/v1/item/T7_HIDE_LEVEL4,Pristine Thick Hide 4,225280.0,Silver,https://render.albiononline.com/v1/item/T6_HIDE_LEVEL4,Pristine Robust Hide,1.0,,,,,,,,,,,,,4
3835,T7_LEATHER,https://render.albiononline.com/v1/item/T7_LEATHER,Reinforced Leather ,,287,https://render.albiononline.com/v1/item/T7_HIDE,Thick Hide,5.0,https://render.albiononline.com/v1/item/T6_LEATHER,Hardened Leather,1.0,,,,,,,,,,
3836,T7_LEATHER_LEVEL1,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL1,Uncommon Reinforced Leather 1,,503,https://render.albiononline.com/v1/item/T7_HIDE_LEVEL1,Uncommon Thick Hide,5.0,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL1,Uncommon Hardened Leather,1.0,,,,,,,,,,1
3837,T7_LEATHER_LEVEL2,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL2,Rare Reinforced Leather 2,,880,https://render.albiononline.com/v1/item/T7_HIDE_LEVEL2,Rare Thick Hide,5.0,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL2,Rare Hardened Leather,1.0,,,,,,,,,,2
3838,T7_LEATHER_LEVEL3,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL3,Exceptional Reinforced Leather 3,,1539,https://render.albiononline.com/v1/item/T7_HIDE_LEVEL3,Exceptional Thick Hide,5.0,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL3,Exceptional Hardened Leather,1.0,,,,,,,,,,3
3839,T7_LEATHER_LEVEL4,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL4,Pristine Reinforced Leather 4,,1,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Thick Hide,5.0,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Hardened Leather,1.0,,,,,,,,,,4
3840,T7_MAIN_1HCROSSBOW,https://render.albiononline.com/v1/item/T7_MAIN_1HCROSSBOW,Grandmaster's Light Crossbow ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,,,,,,,,,,
3841,T7_MAIN_1HCROSSBOW@1,https://render.albiononline.com/v1/item/T7_MAIN_1HCROSSBOW@1,Grandmaster's Light Crossbow 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL1,Uncommon Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,8.0,,,,,,,,,,1
3842,T7_MAIN_1HCROSSBOW@2,https://render.albiononline.com/v1/item/T7_MAIN_1HCROSSBOW@2,Grandmaster's Light Crossbow 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL2,Rare Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,8.0,,,,,,,,,,2
3843,T7_MAIN_1HCROSSBOW@3,https://render.albiononline.com/v1/item/T7_MAIN_1HCROSSBOW@3,Grandmaster's Light Crossbow 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,,,,,,,,,,3
3844,T7_MAIN_1HCROSSBOW@4,https://render.albiononline.com/v1/item/T7_MAIN_1HCROSSBOW@4,Grandmaster's Light Crossbow 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,Pristine Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,8.0,,,,,,,,,,4
3845,T7_MAIN_ARCANESTAFF,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF,Grandmaster's Arcane Staff ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,,,,,,,,,,
3846,T7_MAIN_ARCANESTAFF@1,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF@1,Grandmaster's Arcane Staff 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,,,,,,,,,,1
3847,T7_MAIN_ARCANESTAFF@2,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF@2,Grandmaster's Arcane Staff 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL2,Rare Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,8.0,,,,,,,,,,2
3848,T7_MAIN_ARCANESTAFF@3,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF@3,Grandmaster's Arcane Staff 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,,,,,,,,,,3
3849,T7_MAIN_ARCANESTAFF@4,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF@4,Grandmaster's Arcane Staff 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,Pristine Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,8.0,,,,,,,,,,4
3850,T7_MAIN_ARCANESTAFF_UNDEAD,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF_UNDEAD,Grandmaster's Witchwork Staff ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Grandmaster's Lost Arcane Crystal,1.0,,,,,,,
3851,T7_MAIN_ARCANESTAFF_UNDEAD@1,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF_UNDEAD@1,Grandmaster's Witchwork Staff 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL1,Uncommon Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Grandmaster's Lost Arcane Crystal,1.0,,,,,,,1
3852,T7_MAIN_ARCANESTAFF_UNDEAD@2,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF_UNDEAD@2,Grandmaster's Witchwork Staff 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL2,Rare Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Grandmaster's Lost Arcane Crystal,1.0,,,,,,,2
3853,T7_MAIN_ARCANESTAFF_UNDEAD@3,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF_UNDEAD@3,Grandmaster's Witchwork Staff 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Grandmaster's Lost Arcane Crystal,1.0,,,,,,,3
3854,T7_MAIN_ARCANESTAFF_UNDEAD@4,https://render.albiononline.com/v1/item/T7_MAIN_ARCANESTAFF_UNDEAD@4,Grandmaster's Witchwork Staff 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,Pristine Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Grandmaster's Lost Arcane Crystal,1.0,,,,,,,4
3855,T7_MAIN_AXE,https://render.albiononline.com/v1/item/T7_MAIN_AXE,Grandmaster's Battleaxe ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,8.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,16.0,,,,,,,,,,
3856,T7_MAIN_AXE@1,https://render.albiononline.com/v1/item/T7_MAIN_AXE@1,Grandmaster's Battleaxe 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL1,Uncommon Ashenbark Planks,8.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,16.0,,,,,,,,,,1
3857,T7_MAIN_AXE@2,https://render.albiononline.com/v1/item/T7_MAIN_AXE@2,Grandmaster's Battleaxe 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL2,Rare Ashenbark Planks,8.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,16.0,,,,,,,,,,2
3858,T7_MAIN_AXE@3,https://render.albiononline.com/v1/item/T7_MAIN_AXE@3,Grandmaster's Battleaxe 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,8.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,16.0,,,,,,,,,,3
3859,T7_MAIN_AXE@4,https://render.albiononline.com/v1/item/T7_MAIN_AXE@4,Grandmaster's Battleaxe 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,Pristine Ashenbark Planks,8.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,16.0,,,,,,,,,,4
3860,T7_MAIN_CURSEDSTAFF,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF,Grandmaster's Cursed Staff ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,,,,,,,,,,
3861,T7_MAIN_CURSEDSTAFF@1,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF@1,Grandmaster's Cursed Staff 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL1,Uncommon Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,8.0,,,,,,,,,,1
3862,T7_MAIN_CURSEDSTAFF@2,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF@2,Grandmaster's Cursed Staff 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL2,Rare Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,8.0,,,,,,,,,,2
3863,T7_MAIN_CURSEDSTAFF@3,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF@3,Grandmaster's Cursed Staff 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,,,,,,,,,,3
3864,T7_MAIN_CURSEDSTAFF@4,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF@4,Grandmaster's Cursed Staff 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,,,,,,,,,,4
3865,T7_MAIN_CURSEDSTAFF_UNDEAD,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF_UNDEAD,Grandmaster's Lifecurse Staff ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Grandmaster's Lost Cursed Crystal,1.0,,,,,,,
3866,T7_MAIN_CURSEDSTAFF_UNDEAD@1,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF_UNDEAD@1,Grandmaster's Lifecurse Staff 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,,,,,,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Grandmaster's Lost Cursed Crystal,1.0,,,,,,,1
3867,T7_MAIN_CURSEDSTAFF_UNDEAD@2,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF_UNDEAD@2,Grandmaster's Lifecurse Staff 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS,Uncommon Ashenbark Planks,16.0,,,,,,,,,,,,,2
3868,T7_MAIN_CURSEDSTAFF_UNDEAD@3,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF_UNDEAD@3,Grandmaster's Lifecurse Staff 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Grandmaster's Lost Cursed Crystal,1.0,,,,,,,3
3869,T7_MAIN_CURSEDSTAFF_UNDEAD@4,https://render.albiononline.com/v1/item/T7_MAIN_CURSEDSTAFF_UNDEAD@4,Grandmaster's Lifecurse Staff 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,Pristine Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Grandmaster's Lost Cursed Crystal,1.0,,,,,,,4
3870,T7_MAIN_DAGGER,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER,Grandmaster's Dagger ,,6893,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER,Reinforced Leather,12.0,,,,,,,,,,
3871,T7_MAIN_DAGGER@1,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER@1,Grandmaster's Dagger 1,,12064,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL1,Uncommon Reinforced Leather,12.0,,,,,,,,,,1
3872,T7_MAIN_DAGGER@2,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER@2,Grandmaster's Dagger 2,,21111,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL2,Rare Reinforced Leather,12.0,,,,,,,,,,2
3873,T7_MAIN_DAGGER@3,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER@3,Grandmaster's Dagger 3,,36945,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL3,Exceptional Reinforced Leather,12.0,,,,,,,,,,3
3874,T7_MAIN_DAGGER@4,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER@4,Grandmaster's Dagger 4,,64653,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL4,Pristine Reinforced Leather,12.0,,,,,,,,,,4
3875,T7_MAIN_DAGGER_HELL,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER_HELL,Grandmaster's Demonfang ,,6893,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER,Reinforced Leather,12.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_DAGGER_HELL,Grandmaster's Broken Demonic Fang,1.0,,,,,,,
3876,T7_MAIN_DAGGER_HELL@1,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER_HELL@1,Grandmaster's Demonfang 1,,12064,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL1,Uncommon Reinforced Leather,12.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_DAGGER_HELL,Grandmaster's Broken Demonic Fang,1.0,,,,,,,1
3877,T7_MAIN_DAGGER_HELL@2,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER_HELL@2,Grandmaster's Demonfang 2,,21111,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL2,Rare Reinforced Leather,12.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_DAGGER_HELL,Grandmaster's Broken Demonic Fang,1.0,,,,,,,2
3878,T7_MAIN_DAGGER_HELL@3,https://render.albiononline.com/v1/item/T7_MAIN_DAGGER_HELL@3,Grandmaster's Demonfang 3,,36945,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,12.0,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL3,Exceptional Reinforced Leather,12.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_DAGGER_HELL,Grandmaster's Broken Demonic Fang,1.0,,,,,,,3
3879,T7_MAIN_FIRESTAFF,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF,Grandmaster's Fire Staff ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,,,,,,,,,,
3880,T7_MAIN_FIRESTAFF@1,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF@1,Grandmaster's Fire Staff 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL1,Uncommon Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,8.0,,,,,,,,,,1
3881,T7_MAIN_FIRESTAFF@2,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF@2,Grandmaster's Fire Staff 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL2,Rare Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,8.0,,,,,,,,,,2
3882,T7_MAIN_FIRESTAFF@3,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF@3,Grandmaster's Fire Staff 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,,,,,,,,,,3
3883,T7_MAIN_FIRESTAFF@4,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF@4,Grandmaster's Fire Staff 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,Pristine Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,8.0,,,,,,,,,,4
3884,T7_MAIN_FIRESTAFF_KEEPER,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF_KEEPER,Grandmaster's Wildfire Staff ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Grandmaster's Wildfire Orb,1.0,,,,,,,
3885,T7_MAIN_FIRESTAFF_KEEPER@1,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF_KEEPER@1,Grandmaster's Wildfire Staff 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL1,Uncommon Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Grandmaster's Wildfire Orb,1.0,,,,,,,1
3886,T7_MAIN_FIRESTAFF_KEEPER@2,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF_KEEPER@2,Grandmaster's Wildfire Staff 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL2,Rare Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Grandmaster's Wildfire Orb,1.0,,,,,,,2
3887,T7_MAIN_FIRESTAFF_KEEPER@3,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF_KEEPER@3,Grandmaster's Wildfire Staff 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Grandmaster's Wildfire Orb,1.0,,,,,,,3
3888,T7_MAIN_FIRESTAFF_KEEPER@4,https://render.albiononline.com/v1/item/T7_MAIN_FIRESTAFF_KEEPER@4,Grandmaster's Wildfire Staff 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,Pristine Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,8.0,https://render.albiononline.com/v1/item/T7_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Grandmaster's Wildfire Orb,1.0,,,,,,,4
3889,T7_MAIN_FROSTSTAFF,https://render.albiononline.com/v1/item/T7_MAIN_FROSTSTAFF,Grandmaster's Frost Staff ,,6893,https://render.albiononline.com/v1/item/T7_PLANKS,Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR,Meteorite Steel Bar,8.0,,,,,,,,,,
3890,T7_MAIN_FROSTSTAFF@1,https://render.albiononline.com/v1/item/T7_MAIN_FROSTSTAFF@1,Grandmaster's Frost Staff 1,,12064,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL1,Uncommon Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL1,Uncommon Meteorite Steel Bar,8.0,,,,,,,,,,1
3891,T7_MAIN_FROSTSTAFF@2,https://render.albiononline.com/v1/item/T7_MAIN_FROSTSTAFF@2,Grandmaster's Frost Staff 2,,21111,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL2,Rare Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL2,Rare Meteorite Steel Bar,8.0,,,,,,,,,,2
3892,T7_MAIN_FROSTSTAFF@3,https://render.albiononline.com/v1/item/T7_MAIN_FROSTSTAFF@3,Grandmaster's Frost Staff 3,,36945,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL3,Exceptional Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL3,Exceptional Meteorite Steel Bar,8.0,,,,,,,,,,3
3893,T7_MAIN_FROSTSTAFF@4,https://render.albiononline.com/v1/item/T7_MAIN_FROSTSTAFF@4,Grandmaster's Frost Staff 4,,64653,https://render.albiononline.com/v1/item/T7_PLANKS_LEVEL4,Pristine Ashenbark Planks,16.0,https://render.albiononline.com/v1/item/T7_METALBAR_LEVEL4,Pristine Meteorite Steel Bar,8.0,,,,,,,,,,4
