Category_Name,Product,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount
https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET2@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T7_2H_REPEATINGCROSSBOW_UNDEAD@2,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T7_2H_GLACIALSTAFF@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_2H_DAGGERPAIR@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_HELL@2,Crafting Requirements (2),14074
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET2@3,Crafting Requirements (1),12315
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_RAM_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_SET3@2,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET2@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1@1,Crafting Requirements (1),8042
https://albiononline2d.com/en/item/id/T7_2H_GLACIALSTAFF@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_2H_REPEATINGCROSSBOW_UNDEAD@3,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET2@4,Crafting Requirements (1),21551
https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET2@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET1@2,Crafting Requirements (1),14074
https://albiononline2d.com/en/item/id/T7_2H_GLAIVE,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF_HELL,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T7_CAPEITEM_FW_MARTLOCK@2,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_ORB_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1@2,Crafting Requirements (1),14074
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T7_2H_GLAIVE@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_SET3@3,Crafting Requirements (1),12315
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_ROCKSTAFF_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_2H_DAGGERPAIR@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_2H_GLAIVE@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET1@3,Crafting Requirements (1),24630
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3@1,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1@3,Crafting Requirements (1),24630
https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF_HELL@1,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T7_2H_REPEATINGCROSSBOW_UNDEAD@4,Crafting Requirements (3),86205
https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_SHIELD_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_CLOTH_LEVEL4,Crafting Requirements (2),1
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3@2,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET1@4,Crafting Requirements (1),43102
https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_SET3@4,Crafting Requirements (1),21551
https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF_HELL@2,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T7_CORN,Used In (57),
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3@3,Crafting Requirements (1),12315
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET1@4,Crafting Requirements (1),43102
https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_SHIELD_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_SCYTHE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_2H_DAGGERPAIR@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_ESSENCE,Used In (1),
https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER@3,Crafting Requirements (2),36945
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET3@4,Crafting Requirements (1),21551
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2@1,Crafting Requirements (1),8042
https://albiononline2d.com/en/item/id/T7_2H_SCYTHE_HELL,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T7_2H_HOLYSTAFF_HELL@3,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2@2,Crafting Requirements (1),14074
https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2@3,Crafting Requirements (1),24630
https://albiononline2d.com/en/item/id/T7_2H_ICEGAUNTLETS_HELL,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T7_ESSENCE_POTION,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER@4,Crafting Requirements (2),64653
https://albiononline2d.com/en/item/id/T7_2H_DEMONICSTAFF,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2@1,Crafting Requirements (1),8042
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA@1,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T7_2H_KNUCKLES_SET3@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_SKULLORB_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET2@4,Crafting Requirements (1),43102
https://albiononline2d.com/en/item/id/T7_2H_SCYTHE_HELL@1,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD@1,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA@2,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T7_FARM_CORN_SEED,Crafting Requirements (0),true
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T7_2H_ICEGAUNTLETS_HELL@1,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER_HELL,Crafting Requirements (3),6893
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2@2,Crafting Requirements (1),14074
https://albiononline2d.com/en/item/id/T7_FARM_DIREBOAR_BABY,,
﻿https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_TRIDENT_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_TALISMAN_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW,Crafting Requirements (1),9191
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA@3,Crafting Requirements (2),12315
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3@1,Crafting Requirements (1),8042
https://albiononline2d.com/en/item/id/T7_FARM_DIREBOAR_GROWN,Used In (1),
https://albiononline2d.com/en/item/id/T7_2H_DEMONICSTAFF@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD@2,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T7_2H_ICEGAUNTLETS_HELL@2,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3@2,Crafting Requirements (1),14074
https://albiononline2d.com/en/item/id/T7_2H_SCYTHE_HELL@2,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER_HELL@1,Crafting Requirements (3),12064
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2@3,Crafting Requirements (1),24630
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW@1,Crafting Requirements (1),16085
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_MORGANA@4,Crafting Requirements (2),21551
https://albiononline2d.com/en/item/id/T7_FARM_HORSE_BABY,Crafting Requirements (0),true
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3@3,Crafting Requirements (1),24630
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_TWINSCYTHE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FARM_HORSE_GROWN,Used In (2),
https://albiononline2d.com/en/item/id/T7_2H_ICEGAUNTLETS_HELL@3,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW@2,Crafting Requirements (1),28148
https://albiononline2d.com/en/item/id/T7_ARMOR_CLOTH_SET3@4,Crafting Requirements (1),43102
https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD@3,Crafting Requirements (2),12315
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET2@4,Crafting Requirements (1),43102
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET1,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_TOTEM_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER_HELL@2,Crafting Requirements (3),21111
https://albiononline2d.com/en/item/id/T7_2H_DEMONICSTAFF@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_LEATHER_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FARM_MULLEIN_SEED,Crafting Requirements (0),true
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_MORGANA,Crafting Requirements (2),4596
https://albiononline2d.com/en/item/id/T7_2H_INFERNOSTAFF,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_2H_SCYTHE_HELL@3,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW@3,Crafting Requirements (1),49260
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET3,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET1@1,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_MORGANA@1,Crafting Requirements (2),8042
https://albiononline2d.com/en/item/id/T7_MAIN_DAGGER_HELL@3,Crafting Requirements (3),36945
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET3@1,Crafting Requirements (1),8042
https://albiononline2d.com/en/item/id/T7_HEAD_PLATE_UNDEAD@4,Crafting Requirements (2),21551
https://albiononline2d.com/en/item/id/T7_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET1@2,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T7_2H_INFERNOSTAFF@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_MORGANA@2,Crafting Requirements (2),14074
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET3@2,Crafting Requirements (1),14074
https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_LEATHER_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FARM_OX_BABY,Crafting Requirements (0),true
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW@4,Crafting Requirements (1),86205
https://albiononline2d.com/en/item/id/T7_2H_DEMONICSTAFF@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_2H_SKULLORB_HELL,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF,Crafting Requirements (2),6893
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET3@3,Crafting Requirements (1),24630
https://albiononline2d.com/en/item/id/T7_FARM_OX_GROWN,Used In (1),
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_MORGANA@3,Crafting Requirements (2),24630
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW_UNDEAD,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_2H_INFERNOSTAFF@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_ARTEFACT_SHOES_LEATHER_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_SET3@4,Crafting Requirements (1),43102
https://albiononline2d.com/en/item/id/T7_HELLGATE_5V5_LETHAL_1_MAP,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_MORGANA@4,Crafting Requirements (2),43102
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF@1,Crafting Requirements (2),12064
https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_LEATHER_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FARM_PIG_BABY,Crafting Requirements (0),true
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_UNDEAD,Crafting Requirements (2),4596
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET1,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T7_FARM_PIG_GROWN,Used In (1),
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW_UNDEAD@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_2H_INFERNOSTAFF@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_ARTEFACT_SHOES_LEATHER_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FARM_SWAMPDRAGON_BABY,,
https://albiononline2d.com/en/item/id/T7_2H_DEMONICSTAFF@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_UNDEAD@1,Crafting Requirements (2),8042
https://albiononline2d.com/en/item/id/T7_2H_SKULLORB_HELL@1,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET1@1,Crafting Requirements (1),8042
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF@2,Crafting Requirements (2),21111
https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_PLATE_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FARM_SWAMPDRAGON_GROWN,Used In (1),
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW_UNDEAD@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_HIDE,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET1@2,Crafting Requirements (1),14074
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_UNDEAD@2,Crafting Requirements (2),14074
https://albiononline2d.com/en/item/id/T7_2H_INFERNOSTAFF@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_ARTEFACT_SHOES_LEATHER_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FIBER,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET1@3,Crafting Requirements (1),24630
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF@3,Crafting Requirements (2),36945
https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_PLATE_FEY,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW_UNDEAD@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_HIDE_LEVEL1,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET1@4,Crafting Requirements (1),43102
https://albiononline2d.com/en/item/id/T7_2H_SKULLORB_HELL@2,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T7_2H_DIVINESTAFF,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_FIBER_LEVEL1,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T7_2H_IRONCLADEDSTAFF,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_UNDEAD@3,Crafting Requirements (2),24630
https://albiononline2d.com/en/item/id/T7_ARMOR_LEATHER_SET2,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T7_ARTEFACT_SHOES_PLATE_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_2H_LONGBOW_UNDEAD@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_FIBER_LEVEL2,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF@4,Crafting Requirements (2),64653
https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_PLATE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_2H_IRONCLADEDSTAFF@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_2H_MACE,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_HIDE_LEVEL2,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T7_2H_IRONCLADEDSTAFF@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_ARTEFACT_SHOES_PLATE_FEY,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FIBER_LEVEL3,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T7_2H_SKULLORB_HELL@3,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T7_2H_DIVINESTAFF@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_ARMOR_PLATE_UNDEAD@4,Crafting Requirements (2),43102
https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_PLATE_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF_KEEPER,Crafting Requirements (3),6893
https://albiononline2d.com/en/item/id/T7_2H_MACE@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_FIBER_LEVEL4,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_ARTEFACT_SHOES_PLATE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FISH_FRESHWATER_ALL_COMMON,Used In (1),
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET1@3,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_HIDE_LEVEL3,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T7_MAIN_MACE@1,Crafting Requirements (2),12064
https://albiononline2d.com/en/item/id/T7_MOUNT_SWAMPDRAGON,Crafting Requirements (2),5745
https://albiononline2d.com/en/item/id/T7_FISH_FRESHWATER_AVALON_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF_KEEPER@1,Crafting Requirements (3),12064
https://albiononline2d.com/en/item/id/T7_ARTEFACT_ARMOR_PLATE_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_2H_SPEAR,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_FISH_FRESHWATER_FOREST_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T7_2H_DIVINESTAFF@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_FISH_FRESHWATER_HIGHLANDS_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T7_MOUNT_SWAMPDRAGON_AVALON_BASILISK,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T7_ARTEFACT_SHOES_PLATE_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FISH_FRESHWATER_MOUNTAIN_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FISH_FRESHWATER_STEPPE_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET1@4,Crafting Requirements (1),21551
https://albiononline2d.com/en/item/id/T7_MAIN_MACE@2,Crafting Requirements (2),21111
https://albiononline2d.com/en/item/id/T7_FISH_FRESHWATER_SWAMP_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T7_ARTEFACT_HEAD_LEATHER_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF_KEEPER@2,Crafting Requirements (3),21111
https://albiononline2d.com/en/item/id/T7_HIDE_LEVEL4,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FISH_SALTWATER_ALL_COMMON,Used In (1),
https://albiononline2d.com/en/item/id/T7_2H_SPEAR@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_ARTEFACT_SHOES_PLATE_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_FISH_SALTWATER_ALL_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T7_2H_DIVINESTAFF@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_ARCANESTAFF_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_MOUNT_SWAMPDRAGON_BATTLE,Crafting Requirements (3),
https://albiononline2d.com/en/item/id/T7_2H_MACE@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_BAG,Crafting Requirements (2),4596
https://albiononline2d.com/en/item/id/T7_ARTEFACT_HEAD_LEATHER_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF_KEEPER@3,Crafting Requirements (3),36945
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_HELL,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T7_MAIN_1HCROSSBOW,Crafting Requirements (2),6893
https://albiononline2d.com/en/item/id/T7_BAG@1,Crafting Requirements (2),8042
https://albiononline2d.com/en/item/id/T7_MOUNT_TERRORBIRD_ADC,Crafting Requirements (0),
https://albiononline2d.com/en/item/id/T7_2H_MACE@2,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T7_MULLEIN,Used In (44),
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_HELL@1,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T7_2H_SPEAR@2,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T7_BAG@2,Crafting Requirements (2),14074
https://albiononline2d.com/en/item/id/T7_2H_DIVINESTAFF@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_ARTEFACT_HEAD_LEATHER_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_MAIN_FIRESTAFF_KEEPER@4,Crafting Requirements (3),64653
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_CLEAVER_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_HELL@2,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T7_MAIN_1HCROSSBOW@1,Crafting Requirements (2),12064
https://albiononline2d.com/en/item/id/T7_BAG@3,Crafting Requirements (2),24630
https://albiononline2d.com/en/item/id/T7_MAIN_MACE@3,Crafting Requirements (2),36945
https://albiononline2d.com/en/item/id/T7_OFF_BOOK,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T7_2H_MACE@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_ARTEFACT_HEAD_PLATE_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_KEEPER,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T7_MAIN_FROSTSTAFF,Crafting Requirements (2),6893
https://albiononline2d.com/en/item/id/T7_BAG@4,Crafting Requirements (2),43102
https://albiononline2d.com/en/item/id/T7_2H_SPEAR@3,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T7_OFF_BOOK@1,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_KEEPER@1,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T7_2H_DOUBLEBLADEDSTAFF,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T7_MAIN_1HCROSSBOW@2,Crafting Requirements (2),21111
https://albiononline2d.com/en/item/id/T7_ARTEFACT_2H_COMBATSTAFF_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_KEEPER@2,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET2@1,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T7_BAG_INSIGHT,Crafting Requirements (3),4596
https://albiononline2d.com/en/item/id/T7_ARTEFACT_HEAD_PLATE_FEY,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T7_MAIN_FROSTSTAFF@1,Crafting Requirements (2),12064
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_KEEPER@3,Crafting Requirements (2),12315
https://albiononline2d.com/en/item/id/T7_OFF_BOOK@3,Crafting Requirements (2),12315
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_KEEPER@4,Crafting Requirements (2),21551
https://albiononline2d.com/en/item/id/T7_BAG_INSIGHT@1,Crafting Requirements (3),8042
https://albiononline2d.com/en/item/id/T7_2H_SPEAR@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_HEAD_CLOTH_SET1,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T7_2H_MACE@4,Crafting Requirements (2),86205
https://albiononline2d.com/en/item/id/T7_MAIN_FROSTSTAFF@2,Crafting Requirements (2),21111
https://albiononline2d.com/en/item/id/T7_HEAD_LEATHER_SET2@2,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T7_MAIN_1HCROSSBOW@3,Crafting Requirements (2),36945
https://albiononline2d.com/en/item/id/T7_2H_DOUBLEBLADEDSTAFF@1,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T7_ARTEFACT_HEAD_PLATE_HELL,Crafting Requirements (1),
