,Page_URL,Text,Crafting_Focus,,
T8_ARMOR_PLATE_SET1,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET1,Crafting Requirements (1),8042,,
T8_ARTEFACT_OFF_DEMONSKULL_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_DEMONSKULL_HELL,Crafting Requirements (1),,,
T8_2H_QUARTERSTAFF@3,https://albiononline2d.com/en/item/id/T8_2H_QUARTERSTAFF@3,Crafting Requirements (2),86205,,
T7_SHOES_PLATE_SET3@4,https://albiononline2d.com/en/item/id/T7_SHOES_PLATE_SET3@4,Crafting Requirements (1),21551,,
T8_2H_DEMONICSTAFF,https://albiononline2d.com/en/item/id/T8_2H_DEMONICSTAFF,Crafting Requirements (2),16085,,
T8_MAIN_CURSEDSTAFF_UNDEAD@1,https://albiononline2d.com/en/item/id/T8_MAIN_CURSEDSTAFF_UNDEAD@1,Crafting Requirements (3),21111,,
T8_HEAD_CLOTH_SET2@1,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET2@1,Crafting Requirements (1),7037,,
T8_2H_TOOL_KNIFE,https://albiononline2d.com/en/item/id/T8_2H_TOOL_KNIFE,Crafting Requirements (2),4021,,
T8_HEAD_PLATE_SET2@4,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_SET2@4,Crafting Requirements (1),37715,,
T8_2H_DEMONICSTAFF@1,https://albiononline2d.com/en/item/id/T8_2H_DEMONICSTAFF@1,Crafting Requirements (2),28148,,
T8_2H_FROSTSTAFF@3,https://albiononline2d.com/en/item/id/T8_2H_FROSTSTAFF@3,Crafting Requirements (2),86205,,
T8_FARM_GREYWOLF_FW_CAERLEON_BABY,https://albiononline2d.com/en/item/id/T8_FARM_GREYWOLF_FW_CAERLEON_BABY,Crafting Requirements (0),,,
T8_ARMOR_PLATE_SET1@1,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET1@1,Crafting Requirements (1),14074,,
,https://albiononline2d.com/en/item/id/T8_FARM_GREYWOLF_FW_CAERLEON_GROWN,Used In (1),,,
T7_MAIN_SWORD@2,https://albiononline2d.com/en/item/id/T7_MAIN_SWORD@2,Crafting Requirements (2),21111,,
T7_SHOES_PLATE_UNDEAD,https://albiononline2d.com/en/item/id/T7_SHOES_PLATE_UNDEAD,Crafting Requirements (2),2298,,
T8_MOUNT_COUGAR_KEEPER,https://albiononline2d.com/en/item/id/T8_MOUNT_COUGAR_KEEPER,Crafting Requirements (2),17482,,
T8_HEAD_CLOTH_SET2@2,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET2@2,Crafting Requirements (1),12315,,
T8_HEAD_PLATE_SET3,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_SET3,Crafting Requirements (1),4021,,
T8_2H_FROSTSTAFF@4,https://albiononline2d.com/en/item/id/T8_2H_FROSTSTAFF@4,Crafting Requirements (2),150858,,
T8_FARM_HORSE_BABY,https://albiononline2d.com/en/item/id/T8_FARM_HORSE_BABY,Crafting Requirements (0),TRUE,,
T7_SHOES_PLATE_UNDEAD@1,https://albiononline2d.com/en/item/id/T7_SHOES_PLATE_UNDEAD@1,Crafting Requirements (2),4021,,
T8_MAIN_MACE@2,https://albiononline2d.com/en/item/id/T8_MAIN_MACE@2,Crafting Requirements (2),36945,,
,https://albiononline2d.com/en/item/id/T8_FARM_HORSE_GROWN,Used In (2),,,
T8_HEAD_CLOTH_SET2@3,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET2@3,Crafting Requirements (1),21551,,
T8_ARMOR_PLATE_SET1@2,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET1@2,Crafting Requirements (1),24630,,
T8_MAIN_CURSEDSTAFF_UNDEAD@2,https://albiononline2d.com/en/item/id/T8_MAIN_CURSEDSTAFF_UNDEAD@2,Crafting Requirements (3),36945,,
T8_HEAD_PLATE_SET3@1,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_SET3@1,Crafting Requirements (1),7037,,
T8_ARTEFACT_OFF_HORN_KEEPER,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_HORN_KEEPER,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T8_FARM_MAMMOTH_BABY,,,,
T8_ARTEFACT_2H_ENIGMATICORB_MORGANA,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_ENIGMATICORB_MORGANA,Crafting Requirements (1),,,
T7_MAIN_SWORD@3,https://albiononline2d.com/en/item/id/T7_MAIN_SWORD@3,Crafting Requirements (2),36945,,
,https://albiononline2d.com/en/item/id/T8_FARM_MAMMOTH_GROWN,Used In (1),,,
T8_2H_GLACIALSTAFF,https://albiononline2d.com/en/item/id/T8_2H_GLACIALSTAFF,Crafting Requirements (2),16085,,
T8_MOUNT_DIREBEAR,https://albiononline2d.com/en/item/id/T8_MOUNT_DIREBEAR,Crafting Requirements (2),10053,,
T8_HEAD_CLOTH_SET2@4,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET2@4,Crafting Requirements (1),37715,,
T8_HEAD_PLATE_SET3@2,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_SET3@2,Crafting Requirements (1),12315,,
T7_SHOES_PLATE_UNDEAD@2,https://albiononline2d.com/en/item/id/T7_SHOES_PLATE_UNDEAD@2,Crafting Requirements (2),7037,,
T8_2H_TOOL_KNIFE_AVALON,https://albiononline2d.com/en/item/id/T8_2H_TOOL_KNIFE_AVALON,Crafting Requirements (3),4021,,
T8_ARMOR_PLATE_SET1@3,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET1@3,Crafting Requirements (1),43102,,
T8_HEAD_PLATE_SET3@3,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_SET3@3,Crafting Requirements (1),21551,,
T8_2H_GLACIALSTAFF@1,https://albiononline2d.com/en/item/id/T8_2H_GLACIALSTAFF@1,Crafting Requirements (2),28148,,
T7_MAIN_SWORD@4,https://albiononline2d.com/en/item/id/T7_MAIN_SWORD@4,Crafting Requirements (2),64653,,
T8_ARMOR_PLATE_SET1@4,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET1@4,Crafting Requirements (1),75429,,
T8_HEAD_PLATE_SET3@4,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_SET3@4,Crafting Requirements (1),37715,,
T8_2H_GLACIALSTAFF@2,https://albiononline2d.com/en/item/id/T8_2H_GLACIALSTAFF@2,Crafting Requirements (2),49260,,
T8_ARTEFACT_OFF_JESTERCANE_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_JESTERCANE_HELL,Crafting Requirements (1),,,
T8_MOUNT_DIREBEAR_FW_FORTSTERLING_ELITE,https://albiononline2d.com/en/item/id/T8_MOUNT_DIREBEAR_FW_FORTSTERLING_ELITE,Crafting Requirements (3),10053,,
T8_FARM_MOABIRD_FW_BRIDGEWATCH_BABY,https://albiononline2d.com/en/item/id/T8_FARM_MOABIRD_FW_BRIDGEWATCH_BABY,Crafting Requirements (0),,,
T8_2H_HAMMER@1,https://albiononline2d.com/en/item/id/T8_2H_HAMMER@1,Crafting Requirements (2),28148,,
T8_HEAD_CLOTH_SET3,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET3,Crafting Requirements (1),4021,,
,https://albiononline2d.com/en/item/id/T8_FARM_MOABIRD_FW_BRIDGEWATCH_GROWN,Used In (1),,,
T8_HEAD_PLATE_UNDEAD,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_UNDEAD,Crafting Requirements (2),4021,,
T8_ARMOR_PLATE_SET2,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET2,Crafting Requirements (1),8042,,
T7_MOUNT_ARMORED_HORSE,https://albiononline2d.com/en/item/id/T7_MOUNT_ARMORED_HORSE,Crafting Requirements (3),8617,,
T8_2H_GLACIALSTAFF@3,https://albiononline2d.com/en/item/id/T8_2H_GLACIALSTAFF@3,Crafting Requirements (2),86205,,
T8_2H_TOOL_PICK,https://albiononline2d.com/en/item/id/T8_2H_TOOL_PICK,Crafting Requirements (2),4021,,
T8_ARTEFACT_2H_FIRE_RINGPAIR_AVALON,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_FIRE_RINGPAIR_AVALON,Crafting Requirements (1),,,
T7_SHOES_PLATE_UNDEAD@3,https://albiononline2d.com/en/item/id/T7_SHOES_PLATE_UNDEAD@3,Crafting Requirements (2),12315,,
T8_MOUNT_DIREBOAR_FW_LYMHURST_ELITE,https://albiononline2d.com/en/item/id/T8_MOUNT_DIREBOAR_FW_LYMHURST_ELITE,Crafting Requirements (3),10053,,
T8_HEAD_PLATE_UNDEAD@1,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_UNDEAD@1,Crafting Requirements (2),7037,,
T8_MAIN_MACE@3,https://albiononline2d.com/en/item/id/T8_MAIN_MACE@3,Crafting Requirements (2),64653,,
T8_MAIN_CURSEDSTAFF_UNDEAD@3,https://albiononline2d.com/en/item/id/T8_MAIN_CURSEDSTAFF_UNDEAD@3,Crafting Requirements (3),64653,,
T8_ARMOR_PLATE_SET2@1,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET2@1,Crafting Requirements (1),14074,,
T8_2H_GLACIALSTAFF@4,https://albiononline2d.com/en/item/id/T8_2H_GLACIALSTAFF@4,Crafting Requirements (2),150858,,
T7_MOUNT_ARMORED_SWAMPDRAGON_BATTLE,https://albiononline2d.com/en/item/id/T7_MOUNT_ARMORED_SWAMPDRAGON_BATTLE,Crafting Requirements (3),,,
T8_ARTEFACT_OFF_LAMP_UNDEAD,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_LAMP_UNDEAD,Crafting Requirements (1),,,
T8_2H_GLAIVE,https://albiononline2d.com/en/item/id/T8_2H_GLAIVE,Crafting Requirements (2),16085,,
T8_HEAD_PLATE_UNDEAD@2,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_UNDEAD@2,Crafting Requirements (2),12315,,
T8_FARM_OX_BABY,https://albiononline2d.com/en/item/id/T8_FARM_OX_BABY,Crafting Requirements (0),TRUE,,
T8_HEAD_CLOTH_SET3@1,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET3@1,Crafting Requirements (1),7037,,
T8_MOUNT_GREYWOLF_FW_CAERLEON_ELITE,https://albiononline2d.com/en/item/id/T8_MOUNT_GREYWOLF_FW_CAERLEON_ELITE,Crafting Requirements (3),10053,,
,https://albiononline2d.com/en/item/id/T8_FARM_OX_GROWN,Used In (1),,,
T8_ARMOR_PLATE_SET2@2,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET2@2,Crafting Requirements (1),24630,,
T8_HEAD_PLATE_UNDEAD@3,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_UNDEAD@3,Crafting Requirements (2),21551,,
T8_2H_TOOL_PICK_AVALON,https://albiononline2d.com/en/item/id/T8_2H_TOOL_PICK_AVALON,Crafting Requirements (3),4021,,
T8_HEAD_CLOTH_SET3@2,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET3@2,Crafting Requirements (1),12315,,
T8_FARM_PUMPKIN_SEED,https://albiononline2d.com/en/item/id/T8_FARM_PUMPKIN_SEED,Crafting Requirements (0),TRUE,,
T7_SHOES_PLATE_UNDEAD@4,https://albiononline2d.com/en/item/id/T7_SHOES_PLATE_UNDEAD@4,Crafting Requirements (2),21551,,
T8_HEAD_PLATE_UNDEAD@4,https://albiononline2d.com/en/item/id/T8_HEAD_PLATE_UNDEAD@4,Crafting Requirements (2),37715,,
T8_2H_HAMMER@2,https://albiononline2d.com/en/item/id/T8_2H_HAMMER@2,Crafting Requirements (2),49260,,
T7_MOUNT_HORSE,https://albiononline2d.com/en/item/id/T7_MOUNT_HORSE,Crafting Requirements (2),5745,,
,https://albiononline2d.com/en/item/id/T8_FARM_RABBIT_EASTER_BABY,,,,
,https://albiononline2d.com/en/item/id/T8_FARM_RABBIT_EASTER_GROWN,Used In (1),,,
T8_ARMOR_PLATE_SET2@3,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET2@3,Crafting Requirements (1),43102,,
T8_HELLGATE_10V10_LETHAL_1_MAP,https://albiononline2d.com/en/item/id/T8_HELLGATE_10V10_LETHAL_1_MAP,Crafting Requirements (1),,,
T8_MAIN_CURSEDSTAFF_UNDEAD@4,https://albiononline2d.com/en/item/id/T8_MAIN_CURSEDSTAFF_UNDEAD@4,Crafting Requirements (3),113144,,
T8_MOUNT_HORSE,https://albiononline2d.com/en/item/id/T8_MOUNT_HORSE,Crafting Requirements (2),10053,,
T8_MAIN_MACE@4,https://albiononline2d.com/en/item/id/T8_MAIN_MACE@4,Crafting Requirements (2),113144,,
T8_ARTEFACT_2H_FIRESTAFF_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_FIRESTAFF_HELL,Crafting Requirements (1),,,
T8_HEAD_CLOTH_SET3@3,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET3@3,Crafting Requirements (1),21551,,
T8_FARM_RAM_FW_MARTLOCK_BABY,https://albiononline2d.com/en/item/id/T8_FARM_RAM_FW_MARTLOCK_BABY,Crafting Requirements (0),,,
T8_HIDE,https://albiononline2d.com/en/item/id/T8_HIDE,Crafting Requirements (1),0,,
T8_ARTEFACT_OFF_ORB_MORGANA,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_ORB_MORGANA,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T8_FARM_RAM_FW_MARTLOCK_GROWN,Used In (1),,,
T7_MOUNT_HUSKY_ADC,https://albiononline2d.com/en/item/id/T7_MOUNT_HUSKY_ADC,Crafting Requirements (0),,,
T8_ARMOR_PLATE_SET2@4,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET2@4,Crafting Requirements (1),75429,,
T8_HEAD_CLOTH_SET3@4,https://albiononline2d.com/en/item/id/T8_HEAD_CLOTH_SET3@4,Crafting Requirements (1),37715,,
T8_HIDE_LEVEL1,https://albiononline2d.com/en/item/id/T8_HIDE_LEVEL1,Crafting Requirements (1),0,,
T8_MOUNT_HORSE_UNDEAD,https://albiononline2d.com/en/item/id/T8_MOUNT_HORSE_UNDEAD,Crafting Requirements (2),,,
T8_2H_TOOL_SIEGEHAMMER,https://albiononline2d.com/en/item/id/T8_2H_TOOL_SIEGEHAMMER,Crafting Requirements (2),8042,,
T8_FARM_SWAMPDRAGON_FW_THETFORD_BABY,https://albiononline2d.com/en/item/id/T8_FARM_SWAMPDRAGON_FW_THETFORD_BABY,Crafting Requirements (0),,,
T8_MAIN_NATURESTAFF,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF,Crafting Requirements (2),12064,,
,https://albiononline2d.com/en/item/id/T8_FARM_SWAMPDRAGON_FW_THETFORD_GROWN,Used In (1),,,
T8_HIDE_LEVEL2,https://albiononline2d.com/en/item/id/T8_HIDE_LEVEL2,Crafting Requirements (1),0,,
T8_HEAD_LEATHER_MORGANA,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_MORGANA,Crafting Requirements (2),4021,,
T8_MAIN_DAGGER,https://albiononline2d.com/en/item/id/T8_MAIN_DAGGER,Crafting Requirements (2),12064,,
T7_SOUL,https://albiononline2d.com/en/item/id/T7_SOUL,Crafting Requirements (1),,,
T8_ARMOR_PLATE_SET3,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET3,Crafting Requirements (1),8042,,
T7_MOUNT_MONITORLIZARD_ADC,https://albiononline2d.com/en/item/id/T7_MOUNT_MONITORLIZARD_ADC,Crafting Requirements (0),,,
T8_FARM_YARROW_SEED,https://albiononline2d.com/en/item/id/T8_FARM_YARROW_SEED,Crafting Requirements (0),TRUE,,
T8_HIDE_LEVEL3,https://albiononline2d.com/en/item/id/T8_HIDE_LEVEL3,Crafting Requirements (1),0,,
T8_ARTEFACT_OFF_SHIELD_AVALON,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_SHIELD_AVALON,Crafting Requirements (1),,,
T8_MOUNT_MAMMOTH_BATTLE,https://albiononline2d.com/en/item/id/T8_MOUNT_MAMMOTH_BATTLE,Crafting Requirements (3),,,
T8_HEAD_LEATHER_MORGANA@1,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_MORGANA@1,Crafting Requirements (2),7037,,
T8_MAIN_NATURESTAFF@1,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF@1,Crafting Requirements (2),21111,,
T8_FIBER,https://albiononline2d.com/en/item/id/T8_FIBER,Crafting Requirements (1),0,,
T7_MOUNT_OX,https://albiononline2d.com/en/item/id/T7_MOUNT_OX,Crafting Requirements (2),8617,,
T8_FIBER_LEVEL1,https://albiononline2d.com/en/item/id/T8_FIBER_LEVEL1,Crafting Requirements (1),0,,
T8_ARMOR_PLATE_SET3@1,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET3@1,Crafting Requirements (1),14074,,
T7_WOOD,https://albiononline2d.com/en/item/id/T7_WOOD,Crafting Requirements (1),0,,
T8_HIDE_LEVEL4,https://albiononline2d.com/en/item/id/T8_HIDE_LEVEL4,Crafting Requirements (1),,,
T8_MOUNT_MAMMOTH_TRANSPORT,https://albiononline2d.com/en/item/id/T8_MOUNT_MAMMOTH_TRANSPORT,Crafting Requirements (2),10053,,
T8_HEAD_LEATHER_MORGANA@2,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_MORGANA@2,Crafting Requirements (2),12315,,
T8_2H_HAMMER@3,https://albiononline2d.com/en/item/id/T8_2H_HAMMER@3,Crafting Requirements (2),86205,,
T8_2H_TOOL_SIEGEHAMMER_AVALON,https://albiononline2d.com/en/item/id/T8_2H_TOOL_SIEGEHAMMER_AVALON,Crafting Requirements (3),8042,,
T8_MAIN_NATURESTAFF@2,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF@2,Crafting Requirements (2),36945,,
T8_MAIN_1HCROSSBOW,https://albiononline2d.com/en/item/id/T8_MAIN_1HCROSSBOW,Crafting Requirements (2),12064,,
T8_MAIN_DAGGER@1,https://albiononline2d.com/en/item/id/T8_MAIN_DAGGER@1,Crafting Requirements (2),21111,,
T8_ARMOR_PLATE_SET3@2,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET3@2,Crafting Requirements (1),24630,,
T7_WOOD_LEVEL1,https://albiononline2d.com/en/item/id/T7_WOOD_LEVEL1,Crafting Requirements (1),0,,
T8_HEAD_LEATHER_MORGANA@3,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_MORGANA@3,Crafting Requirements (2),21551,,
T8_MOUNT_MOABIRD_FW_BRIDGEWATCH_ELITE,https://albiononline2d.com/en/item/id/T8_MOUNT_MOABIRD_FW_BRIDGEWATCH_ELITE,Crafting Requirements (3),10053,,
T8_MAIN_1HCROSSBOW@1,https://albiononline2d.com/en/item/id/T8_MAIN_1HCROSSBOW@1,Crafting Requirements (2),21111,,
T8_ARTEFACT_OFF_SHIELD_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_SHIELD_HELL,Crafting Requirements (1),,,
T7_WOOD_LEVEL2,https://albiononline2d.com/en/item/id/T7_WOOD_LEVEL2,Crafting Requirements (1),0,,
T8_ARTEFACT_2H_HALBERD_MORGANA,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_HALBERD_MORGANA,Crafting Requirements (1),,,
T8_OFF_ORB_MORGANA@2,https://albiononline2d.com/en/item/id/T8_OFF_ORB_MORGANA@2,Crafting Requirements (3),12315,,
T8_HEAD_LEATHER_MORGANA@4,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_MORGANA@4,Crafting Requirements (2),37715,,
T8_ARMOR_PLATE_SET3@3,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET3@3,Crafting Requirements (1),43102,,
T8_MAIN_1HCROSSBOW@2,https://albiononline2d.com/en/item/id/T8_MAIN_1HCROSSBOW@2,Crafting Requirements (2),36945,,
T8_MAIN_DAGGER@2,https://albiononline2d.com/en/item/id/T8_MAIN_DAGGER@2,Crafting Requirements (2),36945,,
T8_MAIN_NATURESTAFF@3,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF@3,Crafting Requirements (2),64653,,
T7_WOOD_LEVEL3,https://albiononline2d.com/en/item/id/T7_WOOD_LEVEL3,Crafting Requirements (1),0,,
T8_MAIN_1HCROSSBOW@3,https://albiononline2d.com/en/item/id/T8_MAIN_1HCROSSBOW@3,Crafting Requirements (2),64653,,
T8_HEAD_LEATHER_SET1,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET1,Crafting Requirements (1),4021,,
T8_MOUNT_OX,https://albiononline2d.com/en/item/id/T8_MOUNT_OX,Crafting Requirements (2),15080,,
T8_ARMOR_PLATE_SET3@4,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_SET3@4,Crafting Requirements (1),75429,,
T8_OFF_ORB_MORGANA@3,https://albiononline2d.com/en/item/id/T8_OFF_ORB_MORGANA@3,Crafting Requirements (3),21551,,
T8_2H_WARBOW,https://albiononline2d.com/en/item/id/T8_2H_WARBOW,Crafting Requirements (1),16085,,
T8_ARMOR_PLATE_UNDEAD,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_UNDEAD,Crafting Requirements (2),,,
T7_WOOD_LEVEL4,https://albiononline2d.com/en/item/id/T7_WOOD_LEVEL4,Crafting Requirements (1),,,
T8_MAIN_1HCROSSBOW@4,https://albiononline2d.com/en/item/id/T8_MAIN_1HCROSSBOW@4,Crafting Requirements (2),113144,,
T8_MAIN_DAGGER@3,https://albiononline2d.com/en/item/id/T8_MAIN_DAGGER@3,Crafting Requirements (2),64653,,
T8_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Crafting Requirements (1),,,
T8_OFF_ORB_MORGANA@4,https://albiononline2d.com/en/item/id/T8_OFF_ORB_MORGANA@4,Crafting Requirements (3),,,
T8_HEAD_LEATHER_SET1@1,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET1@1,Crafting Requirements (1),7037,,
T8_MAIN_NATURESTAFF@4,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF@4,Crafting Requirements (2),113144,,
T8_MAIN_ARCANESTAFF,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF,Crafting Requirements (2),12064,,
T8_MOUNT_RABBIT_EASTER,https://albiononline2d.com/en/item/id/T8_MOUNT_RABBIT_EASTER,Crafting Requirements (2),10053,,
T8_ARMOR_PLATE_UNDEAD@1,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_UNDEAD@1,Crafting Requirements (2),14074,,
T8_2H_ARCANESTAFF,https://albiononline2d.com/en/item/id/T8_2H_ARCANESTAFF,Crafting Requirements (2),16085,,
T8_ARTEFACT_2H_HAMMER_UNDEAD,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_HAMMER_UNDEAD,Crafting Requirements (1),,,
T8_MAIN_DAGGER@4,https://albiononline2d.com/en/item/id/T8_MAIN_DAGGER@4,Crafting Requirements (2),113144,,
T8_MAIN_ARCANESTAFF@1,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF@1,Crafting Requirements (2),21111,,
T8_OFF_SHIELD,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD,Crafting Requirements (2),4021,,
T8_2H_ARCANESTAFF@1,https://albiononline2d.com/en/item/id/T8_2H_ARCANESTAFF@1,Crafting Requirements (2),28148,,
T8_2H_HAMMER@4,https://albiononline2d.com/en/item/id/T8_2H_HAMMER@4,Crafting Requirements (2),150858,,
T8_HEAD_LEATHER_SET1@2,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET1@2,Crafting Requirements (1),7037,,
T8_ARTEFACT_OFF_TALISMAN_AVALON,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_TALISMAN_AVALON,Crafting Requirements (1),,,
T8_MAIN_NATURESTAFF_KEEPER,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF_KEEPER,Crafting Requirements (3),12064,,
T8_MAIN_ARCANESTAFF@2,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF@2,Crafting Requirements (2),36945,,
T8_ARMOR_PLATE_UNDEAD@2,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_UNDEAD@2,Crafting Requirements (2),24630,,
T8_2H_WARBOW@1,https://albiononline2d.com/en/item/id/T8_2H_WARBOW@1,Crafting Requirements (1),28148,,
T8_MOUNT_RAM_FW_MARTLOCK_ELITE,https://albiononline2d.com/en/item/id/T8_MOUNT_RAM_FW_MARTLOCK_ELITE,Crafting Requirements (3),10053,,
T8_HEAD_LEATHER_SET1@3,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET1@3,Crafting Requirements (1),,,
T8_OFF_SHIELD@1,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD@1,Crafting Requirements (2),7037,,
T8_MAIN_FIRESTAFF,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF,Crafting Requirements (2),12064,,
T8_2H_ARCANESTAFF@2,https://albiononline2d.com/en/item/id/T8_2H_ARCANESTAFF@2,Crafting Requirements (2),49260,,
T8_MAIN_ARCANESTAFF@3,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF@3,Crafting Requirements (2),64653,,
T8_HEAD_LEATHER_SET1@4,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET1@4,Crafting Requirements (1),21551,,
T8_2H_ARCANESTAFF@3,https://albiononline2d.com/en/item/id/T8_2H_ARCANESTAFF@3,Crafting Requirements (2),86205,,
T8_HEAD_LEATHER_SET2,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET2,Crafting Requirements (1),,,
T8_MAIN_ARCANESTAFF_UNDEAD,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF_UNDEAD,Crafting Requirements (3),12064,,
T8_MAIN_NATURESTAFF_KEEPER@1,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF_KEEPER@1,Crafting Requirements (3),21111,,
T8_OFF_SHIELD@2,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD@2,Crafting Requirements (2),12315,,
T8_ARMOR_PLATE_UNDEAD@3,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_UNDEAD@3,Crafting Requirements (2),43102,,
T8_HEAD_LEATHER_SET2@1,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET2@1,Crafting Requirements (1),4021,,
T8_MOUNT_SWAMPDRAGON_FW_THETFORD_ELITE,https://albiononline2d.com/en/item/id/T8_MOUNT_SWAMPDRAGON_FW_THETFORD_ELITE,Crafting Requirements (3),10053,,
T8_MAIN_FIRESTAFF@1,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF@1,Crafting Requirements (2),21111,,
T8_HEAD_LEATHER_SET2@1,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET2@1,Crafting Requirements (1),7037,,
T8_OFF_SHIELD@3,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD@3,Crafting Requirements (2),21551,,
T8_MAIN_ARCANESTAFF_UNDEAD@1,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF_UNDEAD@1,Crafting Requirements (3),21111,,
T8_ARTEFACT_OFF_TOTEM_KEEPER,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_TOTEM_KEEPER,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T8_MOUNTUPGRADE_COUGAR_KEEPER,Used In (1),,,
