,Category_Name,Category_Images,Product,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
4613,T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,Elder's Runed Rock (T8),,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4614,T8_ARTEFACT_MAIN_SCIMITAR_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SCIMITAR_MORGANA,Elder's Bloodforged Blade (T8),,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4615,T8_ARTEFACT_MAIN_SPEAR_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SPEAR_KEEPER,Elder's Keeper Spearhead (T8),,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4616,T8_ARTEFACT_OFF_CENSER_AVALON,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_CENSER_AVALON,Elder's Severed Celestial Keepsake (T8),,https://render.albiononline.com/v1/item/T8_SHARD_AVALONIAN,Elder's Avalonian Shard,50,,,,,,,,,,,,
4617,T8_ARTEFACT_OFF_DEMONSKULL_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_DEMONSKULL_HELL,Elder's Demonic Jawbone (T8),,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4618,T8_ARTEFACT_OFF_HORN_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_HORN_KEEPER,Elder's Runed Horn (T8),,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4619,T8_ARTEFACT_OFF_JESTERCANE_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_JESTERCANE_HELL,Elder's Hellish Handle (T8),,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4620,T8_ARTEFACT_OFF_LAMP_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_LAMP_UNDEAD,Elder's Ghastly Candle (T8),,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4621,T8_ARTEFACT_OFF_ORB_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_ORB_MORGANA,Elder's Alluring Crystal (T8),,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4622,T8_ARTEFACT_OFF_SHIELD_AVALON,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_SHIELD_AVALON,Elder's Crushed Avalonian Heirloom (T8),,,,,,,,,,,,,,,,
4623,T8_ARTEFACT_OFF_SHIELD_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_SHIELD_HELL,Elder's Infernal Shield Core (T8),,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4624,T8_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Elder's Bloodforged Spikes (T8),,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4625,T8_ARTEFACT_OFF_TALISMAN_AVALON,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_TALISMAN_AVALON,Elder's Shattered Avalonian Memento (T8),,https://render.albiononline.com/v1/item/T8_SHARD_AVALONIAN,Elder's Avalonian Shard,50,,,,,,,,,,,,
4626,T8_ARTEFACT_OFF_TOTEM_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_TOTEM_KEEPER,Elder's Inscribed Stone (T8),,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4627,T8_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Elder's Ancient Shield Core (T8),,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4628,T8_ARTEFACT_SHOES_LEATHER_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_SHOES_LEATHER_HELL,Elder's Demonhide Bindings (T8),,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4629,T8_ARTEFACT_SHOES_LEATHER_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_SHOES_LEATHER_MORGANA,Elder's Imbued Soles (T8),,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4630,T8_ARTEFACT_SHOES_LEATHER_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_SHOES_LEATHER_UNDEAD,Elder's Ghastly Bindings (T8),,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4631,T8_ARTEFACT_SHOES_PLATE_AVALON,https://render.albiononline.com/v1/item/T8_ARTEFACT_SHOES_PLATE_AVALON,Elder's Exalted Greave (T8),,https://render.albiononline.com/v1/item/T8_SHARD_AVALONIAN,Elder's Avalonian Shard,50,,,,,,,,,,,,
4632,T8_ARTEFACT_SHOES_PLATE_FEY,https://render.albiononline.com/v1/item/T8_ARTEFACT_SHOES_PLATE_FEY,Elder's Veilweaver Claws (T8),,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4633,T8_ARTEFACT_SHOES_PLATE_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_SHOES_PLATE_HELL,Elder's Demonic Filling (T8),,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4634,T8_ARTEFACT_SHOES_PLATE_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_SHOES_PLATE_KEEPER,Elder's Inscribed Bindings (T8),,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4635,T8_ARTEFACT_SHOES_PLATE_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_SHOES_PLATE_UNDEAD,Elder's Ancient Bindings (T8),,,,,,,,,,,,,,,,
4636,T8_BAG,https://render.albiononline.com/v1/item/T8_BAG,Elder's Bag (T8),,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,8,,,,,,,,,
4637,T8_BAG@1,https://render.albiononline.com/v1/item/T8_BAG@1,Elder's Bag (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,8,,,,,,,,,
4638,T8_BAG@2,https://render.albiononline.com/v1/item/T8_BAG@2,Elder's Bag (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,8,,,,,,,,,
4639,T8_BAG@3,https://render.albiononline.com/v1/item/T8_BAG@3,Elder's Bag (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,8,,,,,,,,,
4640,T8_BAG@4,https://render.albiononline.com/v1/item/T8_BAG@4,Elder's Bag (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,8,,,,,,,,,
4641,T8_BAG_INSIGHT,https://render.albiononline.com/v1/item/T8_BAG_INSIGHT,Elder's Satchel of Insight (T8),,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,8,https://render.albiononline.com/v1/item/T4_SKILLBOOK_STANDARD,Adept's Tome of Insight,1,,,,,,
4642,T8_BAG_INSIGHT@1,https://render.albiononline.com/v1/item/T8_BAG_INSIGHT@1,Elder's Satchel of Insight (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,8,https://render.albiononline.com/v1/item/T4_SKILLBOOK_STANDARD,Adept's Tome of Insight,1,,,,,,
4643,T8_BAG_INSIGHT@2,https://render.albiononline.com/v1/item/T8_BAG_INSIGHT@2,Elder's Satchel of Insight (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,8,https://render.albiononline.com/v1/item/T4_SKILLBOOK_STANDARD,Adept's Tome of Insight,1,,,,,,
4644,T8_BAG_INSIGHT@3,https://render.albiononline.com/v1/item/T8_BAG_INSIGHT@3,Elder's Satchel of Insight (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,8,https://render.albiononline.com/v1/item/T4_SKILLBOOK_STANDARD,Adept's Tome of Insight,1,,,,,,
4645,T8_BAG_INSIGHT@4,https://render.albiononline.com/v1/item/T8_BAG_INSIGHT@4,Elder's Satchel of Insight (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,8,https://render.albiononline.com/v1/item/T4_SKILLBOOK_STANDARD,Adept's Tome of Insight,1,,,,,,
4646,T8_BUTTER,https://render.albiononline.com/v1/item/T8_BUTTER,Cow's Butter (T8),38,https://render.albiononline.com/v1/item/T8_MILK,Cow's Milk,1,,,,,,,,,,,,
4647,T8_CAPE,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape (T8),,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,4,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,4,,,,,,,,,
4648,T8_CAPE@1,https://render.albiononline.com/v1/item/T8_CAPE@1,Elder's Cape (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,4,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,4,,,,,,,,,
4649,T8_CAPE@2,https://render.albiononline.com/v1/item/T8_CAPE@2,Elder's Cape (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,4,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,4,,,,,,,,,
4650,T8_CAPE@3,https://render.albiononline.com/v1/item/T8_CAPE@3,Elder's Cape (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,4,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,4,,,,,,,,,
4651,T8_CAPE@4,https://render.albiononline.com/v1/item/T8_CAPE@4,Elder's Cape (T8),,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,4,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,4,,,,,,,,,
4652,T8_CAPEITEM_FW_BRIDGEWATCH,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH,Elder's Bridgewatch Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH_BP,Elder's Bridgewatch Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_STEPPE_TOKEN_1,Beastheart,10,,,,,,
4653,T8_CAPEITEM_FW_BRIDGEWATCH@1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH@1,Elder's Bridgewatch Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH_BP,Elder's Bridgewatch Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_STEPPE_TOKEN_1,Beastheart,10,,,,,,
4654,T8_CAPEITEM_FW_BRIDGEWATCH@2,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH@2,Elder's Bridgewatch Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH_BP,Elder's Bridgewatch Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_STEPPE_TOKEN_1,Beastheart,10,,,,,,
4655,T8_CAPEITEM_FW_BRIDGEWATCH@3,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH@3,Elder's Bridgewatch Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH_BP,Elder's Bridgewatch Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_STEPPE_TOKEN_1,Beastheart,10,,,,,,
4656,T8_CAPEITEM_FW_BRIDGEWATCH@4,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH@4,Elder's Bridgewatch Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_BRIDGEWATCH_BP,Elder's Bridgewatch Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_STEPPE_TOKEN_1,Beastheart,10,,,,,,
4657,T8_CAPEITEM_FW_FORTSTERLING,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING,Elder's Fort Sterling Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING_BP,Elder's Fort Sterling Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_MOUNTAIN_TOKEN_1,Mountainheart,10,,,,,,
4658,T8_CAPEITEM_FW_FORTSTERLING@1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING@1,Elder's Fort Sterling Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING_BP,Elder's Fort Sterling Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_MOUNTAIN_TOKEN_1,Mountainheart,10,,,,,,
4659,T8_CAPEITEM_FW_FORTSTERLING@2,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING@2,Elder's Fort Sterling Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING_BP,Elder's Fort Sterling Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_MOUNTAIN_TOKEN_1,Mountainheart,10,,,,,,
4660,T8_CAPEITEM_FW_FORTSTERLING@3,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING@3,Elder's Fort Sterling Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING_BP,Elder's Fort Sterling Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_MOUNTAIN_TOKEN_1,Mountainheart,10,,,,,,
4661,T8_CAPEITEM_FW_FORTSTERLING@4,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING@4,Elder's Fort Sterling Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_FORTSTERLING_BP,Elder's Fort Sterling Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_MOUNTAIN_TOKEN_1,Mountainheart,10,,,,,,
4662,T8_CAPEITEM_FW_LYMHURST,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST,Elder's Lymhurst Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST_BP,Elder's Lymhurst Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_FOREST_TOKEN_1,Treeheart,10,,,,,,
4663,T8_CAPEITEM_FW_LYMHURST@1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST@1,Elder's Lymhurst Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST_BP,Elder's Lymhurst Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_FOREST_TOKEN_1,Treeheart,10,,,,,,
4664,T8_CAPEITEM_FW_LYMHURST@2,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST@2,Elder's Lymhurst Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST_BP,Elder's Lymhurst Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_FOREST_TOKEN_1,Treeheart,10,,,,,,
4665,T8_CAPEITEM_FW_LYMHURST@3,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST@3,Elder's Lymhurst Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST_BP,Elder's Lymhurst Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_FOREST_TOKEN_1,Treeheart,10,,,,,,
4666,T8_CAPEITEM_FW_LYMHURST@4,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST@4,Elder's Lymhurst Cape (T8),,https://render.albiononline.com/v1/item/T8_CAPE,Elder's Cape,1,https://render.albiononline.com/v1/item/T8_CAPEITEM_FW_LYMHURST_BP,Elder's Lymhurst Crest,1,https://render.albiononline.com/v1/item/T1_FACTION_FOREST_TOKEN_1,Treeheart,10,,,,,,
4667,T8_CLOTH,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth (T8),1,https://render.albiononline.com/v1/item/T8_FIBER,Ghost Hemp,5,https://render.albiononline.com/v1/item/T7_CLOTH,Opulent Cloth,1,,,,,,,,,
4668,T8_CLOTH_LEVEL1,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth (T8),1,https://render.albiononline.com/v1/item/T8_FIBER_LEVEL1,Uncommon Ghost Hemp,5,https://render.albiononline.com/v1/item/T7_CLOTH_LEVEL1,Uncommon Opulent Cloth,1,,,,,,,,,
4669,T8_CLOTH_LEVEL2,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth (T8),1,https://render.albiononline.com/v1/item/T8_FIBER_LEVEL2,Rare Ghost Hemp,5,https://render.albiononline.com/v1/item/T7_CLOTH_LEVEL2,Rare Opulent Cloth,1,,,,,,,,,
4670,T8_CLOTH_LEVEL3,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth (T8),1,https://render.albiononline.com/v1/item/T8_FIBER_LEVEL3,Exceptional Ghost Hemp,5,https://render.albiononline.com/v1/item/T7_CLOTH_LEVEL3,Exceptional Opulent Cloth,1,,,,,,,,,
4671,T8_CLOTH_LEVEL4,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth (T8),,https://render.albiononline.com/v1/item/T8_FIBER_LEVEL4,Pristine Ghost Hemp,5,https://render.albiononline.com/v1/item/T7_CLOTH_LEVEL4,Pristine Opulent Cloth,1,,,,,,,,,
4672,T8_ESSENCE,https://render.albiononline.com/v1/item/T8_ESSENCE,Elder's Faded Essence (T8),,,,,,,,,,,,,,,,
4673,T8_ESSENCE_POTION,https://render.albiononline.com/v1/item/T8_ESSENCE_POTION,Elder's Arcane Essence (T8),,https://render.albiononline.com/v1/item/T7_ESSENCE_POTION,Grandmaster's Arcane Essence,10,,,,,,,,,,,,
4674,T8_FARM_COW_BABY,https://render.albiononline.com/v1/item/T8_FARM_COW_BABY,Calf (T8),,,,,,,,,,,,,,,,
4675,T8_FARM_COW_GROWN,https://render.albiononline.com/v1/item/T8_FARM_COW_GROWN,Cow (T8),,,,,,,,,,,,,,,,
4676,T8_FARM_DIREBEAR_BABY,https://render.albiononline.com/v1/item/T8_FARM_DIREBEAR_BABY,Direbear Cub (T8),,,,,,,,,,,,,,,,
4677,T8_FARM_DIREBEAR_FW_FORTSTERLING_BABY,https://render.albiononline.com/v1/item/T8_FARM_DIREBEAR_FW_FORTSTERLING_BABY,Elite Winter Bear Cub (T8),,,,,,,,,,,,,,,,
4678,T8_FARM_DIREBEAR_FW_FORTSTERLING_GROWN,https://render.albiononline.com/v1/item/T8_FARM_DIREBEAR_FW_FORTSTERLING_GROWN,Tame Elite Winter Bear (T8),,,,,,,,,,,,,,,,
4679,T8_FARM_DIREBEAR_GROWN,https://render.albiononline.com/v1/item/T8_FARM_DIREBEAR_GROWN,Tame Direboar (T7),,,,,,,,,,,,,,,,
4680,T8_FARM_DIREBOAR_FW_LYMHURST_BABY,https://render.albiononline.com/v1/item/T8_FARM_DIREBOAR_FW_LYMHURST_BABY,Elite Wild Boarlet (T8),,,,,,,,,,,,,,,,
4681,T8_FARM_DIREBOAR_FW_LYMHURST_GROWN,https://render.albiononline.com/v1/item/T8_FARM_DIREBOAR_FW_LYMHURST_GROWN,Tame Elite Wild Boar (T8),,,,,,,,,,,,,,,,
4682,T8_FARM_DIREWOLF_BABY,https://render.albiononline.com/v1/item/T8_FARM_DIREWOLF_BABY,Ghostwolf Pup (T8),,,,,,,,,,,,,,,,
4683,T8_FARM_DIREWOLF_GROWN,https://render.albiononline.com/v1/item/T8_FARM_DIREWOLF_GROWN,Tame Ghostwolf (T8),,,,,,,,,,,,,,,,
4684,T8_FARM_GREYWOLF_FW_CAERLEON_BABY,https://render.albiononline.com/v1/item/T8_FARM_GREYWOLF_FW_CAERLEON_BABY,Elite Greywolf Pup (T8),,,,,,,,,,,,,,,,
4685,T8_FARM_GREYWOLF_FW_CAERLEON_GROWN,https://render.albiononline.com/v1/item/T8_FARM_GREYWOLF_FW_CAERLEON_GROWN,Tame Elite Greywolf (T8),,,,,,,,,,,,,,,,
4686,T8_FARM_HORSE_BABY,https://render.albiononline.com/v1/item/T8_FARM_HORSE_BABY,Elder's Foal (T8),,,,,,,,,,,,,,,,
4687,T8_FARM_HORSE_GROWN,https://render.albiononline.com/v1/item/T8_FARM_HORSE_GROWN,Elder's Horse (T8),,,,,,,,,,,,,,,,
4688,T8_FARM_MAMMOTH_BABY,https://render.albiononline.com/v1/item/T8_FARM_MAMMOTH_BABY,Mammoth Calf (T8),,,,,,,,,,,,,,,,
4689,T8_FARM_MAMMOTH_GROWN,https://render.albiononline.com/v1/item/T8_FARM_MAMMOTH_GROWN,Tame Mammoth (T8),,,,,,,,,,,,,,,,
4690,T8_FARM_MOABIRD_FW_BRIDGEWATCH_BABY,https://render.albiononline.com/v1/item/T8_FARM_MOABIRD_FW_BRIDGEWATCH_BABY,Baby Elite Terrorbird (T8),,,,,,,,,,,,,,,,
4691,T8_FARM_MOABIRD_FW_BRIDGEWATCH_GROWN,https://render.albiononline.com/v1/item/T8_FARM_MOABIRD_FW_BRIDGEWATCH_GROWN,Tame Elite Terrorbird (T8),,,,,,,,,,,,,,,,
4692,T8_FARM_OX_BABY,https://render.albiononline.com/v1/item/T8_FARM_OX_BABY,Elder's Ox Calf (T8),,,,,,,,,,,,,,,,
4693,T8_FARM_OX_GROWN,https://render.albiononline.com/v1/item/T8_FARM_OX_GROWN,Elder's Ox (T8),,,,,,,,,,,,,,,,
4694,T8_FARM_PUMPKIN_SEED,https://render.albiononline.com/v1/item/T8_FARM_PUMPKIN_SEED,Pumpkin Seeds (T8),,,,,,,,,,,,,,,,
4695,T8_FARM_RABBIT_EASTER_BABY,https://render.albiononline.com/v1/item/T8_FARM_RABBIT_EASTER_BABY,Vibrant Spring Cottontail Egg (T8),,,,,,,,,,,,,,,,
4696,T8_FARM_RABBIT_EASTER_GROWN,https://render.albiononline.com/v1/item/T8_FARM_RABBIT_EASTER_GROWN,Tame Spring Cottontail (T8),,,,,,,,,,,,,,,,
4697,T8_FARM_RAM_FW_MARTLOCK_BABY,https://render.albiononline.com/v1/item/T8_FARM_RAM_FW_MARTLOCK_BABY,Elite Bighorn Ram Lamb (T8),,,,,,,,,,,,,,,,
4698,T8_FARM_RAM_FW_MARTLOCK_GROWN,https://render.albiononline.com/v1/item/T8_FARM_RAM_FW_MARTLOCK_GROWN,Tame Elite Bighorn Ram (T8),,,,,,,,,,,,,,,,
4699,T8_FARM_SWAMPDRAGON_FW_THETFORD_BABY,https://render.albiononline.com/v1/item/T8_FARM_SWAMPDRAGON_FW_THETFORD_BABY,Elite Bighorn Ram Lamb (T8),,,,,,,,,,,,,,,,
4700,T8_FARM_SWAMPDRAGON_FW_THETFORD_GROWN,https://render.albiononline.com/v1/item/T8_FARM_SWAMPDRAGON_FW_THETFORD_GROWN,Tame Elite Swamp Salamander (T8),,,,,,,,,,,,,,,,
4701,T8_FARM_YARROW_SEED,https://render.albiononline.com/v1/item/T8_FARM_YARROW_SEED,Ghoul Yarrow Seeds (T8),,,,,,,,,,,,,,,,
4702,T8_FIBER,https://render.albiononline.com/v1/item/T8_FIBER,Ghost Hemp (T8),,https://render.albiononline.com/v1/item/T7_FIBER,Sunflax,1,,,,,,,,,,,,
4703,T8_FIBER_LEVEL1,https://render.albiononline.com/v1/item/T8_FIBER_LEVEL1,Uncommon Ghost Hemp (T8),,https://render.albiononline.com/v1/item/T7_FIBER_LEVEL1,Uncommon Sunflax,1,,,,,,,,,,,,
4704,T8_FIBER_LEVEL2,https://render.albiononline.com/v1/item/T8_FIBER_LEVEL2,Rare Ghost Hemp (T8),,https://render.albiononline.com/v1/item/T7_FIBER_LEVEL2,Rare Sunflax,1,,,,,,,,,,,,
4705,T8_FIBER_LEVEL3,https://render.albiononline.com/v1/item/T8_FIBER_LEVEL3,Exceptional Ghost Hemp (T8),,https://render.albiononline.com/v1/item/T7_FIBER_LEVEL3,Exceptional Sunflax,1,,,,,,,,,,,,
4706,T8_FIBER_LEVEL4,https://render.albiononline.com/v1/item/T8_FIBER_LEVEL4,Pristine Ghost Hemp (T8),,https://render.albiononline.com/v1/item/T7_FIBER_LEVEL4,Pristine Sunflax,1,,,,,,,,,,,,
4707,T8_FISH_FRESHWATER_ALL_COMMON,https://render.albiononline.com/v1/item/T8_FISH_FRESHWATER_ALL_COMMON,River Sturgeon (T8),,,,,,,,,,,,,,,,
4708,T8_FISH_SALTWATER_ALL_BOSS_SHARK,https://render.albiononline.com/v1/item/T8_FISH_SALTWATER_ALL_BOSS_SHARK,Shark (T8),,,,,,,,,,,,,,,,
4709,T8_FISH_SALTWATER_ALL_COMMON,https://render.albiononline.com/v1/item/T8_FISH_SALTWATER_ALL_COMMON,Steelscale Swordfish (T8),,,,,,,,,,,,,,,,
