Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
T8_MAIN_HOLYSTAFF_MORGANA@3,https://render.albiononline.com/v1/item/T8_MAIN_HOLYSTAFF_MORGANA@3,Elder's Lifetouch Staff (T8),,64653,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL3,Exceptional Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Elder's Possessed Scroll,1,,,,,,
T8_MAIN_HOLYSTAFF_MORGANA@4,https://render.albiononline.com/v1/item/T8_MAIN_HOLYSTAFF_MORGANA@4,Elder's Lifetouch Staff (T8),,113144,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Elder's Possessed Scroll,1,,,,,,
T8_MAIN_MACE,https://render.albiononline.com/v1/item/T8_MAIN_MACE,Elder's Mace (T8),,12064,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@1,https://render.albiononline.com/v1/item/T8_MAIN_MACE@1,Elder's Mace (T8),,21111,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@1,https://render.albiononline.com/v1/item/T8_MAIN_MACE@1,Elder's Mace (T8),,21111,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@2,https://render.albiononline.com/v1/item/T8_MAIN_MACE@2,Elder's Mace (T8),,36945,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,,,,,,,,,,
T8_MAIN_MACE@2,https://render.albiononline.com/v1/item/T8_MAIN_MACE@2,Elder's Mace (T8),,36945,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@2,https://render.albiononline.com/v1/item/T8_MAIN_MACE@2,Elder's Mace (T8),,36945,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@3,https://render.albiononline.com/v1/item/T8_MAIN_MACE@3,Elder's Mace (T8),,64653,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@3,https://render.albiononline.com/v1/item/T8_MAIN_MACE@3,Elder's Mace (T8),,64653,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@3,https://render.albiononline.com/v1/item/T8_MAIN_MACE@3,Elder's Mace (T8),,64653,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@4,https://render.albiononline.com/v1/item/T8_MAIN_MACE@4,Elder's Mace (T8),,113144,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,,,,,,,,,
T8_MAIN_MACE@4,https://render.albiononline.com/v1/item/T8_MAIN_MACE@4,Elder's Mace (T8),,113144,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,,,,,,,,,
T8_MAIN_NATURESTAFF,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF,Elder's Nature Staff (T8),,12064,https://render.albiononline.com/v1/item/T8_PLANKS,Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,8,,,,,,,,,
T8_MAIN_NATURESTAFF@1,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF@1,Elder's Nature Staff (T8),,21111,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL1,Uncommon Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,,,,,,,,,
T8_MAIN_NATURESTAFF@2,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF@2,Elder's Nature Staff (T8),,36945,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL1,Uncommon Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,,,,,,,,,
T8_MAIN_NATURESTAFF@3,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF@3,Elder's Nature Staff (T8),,64653,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL1,Uncommon Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,,,,,,,,,
T8_MAIN_NATURESTAFF@4,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF@4,Elder's Nature Staff (T8),,113144,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL3,Exceptional Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,,,,,,,,,
T8_MAIN_NATURESTAFF_KEEPER,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF_KEEPER,Elder's Druidic Staff (T8),,12064,https://render.albiononline.com/v1/item/T8_PLANKS,Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Elder's Druidic Inscriptions,1,,,,,,
T8_MAIN_NATURESTAFF_KEEPER@1,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF_KEEPER@1,Elder's Druidic Staff (T8),,21111,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL1,Uncommon Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Elder's Druidic Inscriptions,1,,,,,,
T8_MAIN_NATURESTAFF_KEEPER@2,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF_KEEPER@2,Elder's Druidic Staff (T8),,36945,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL2,Rare Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Elder's Druidic Inscriptions,1,,,,,,
T8_MAIN_NATURESTAFF_KEEPER@3,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF_KEEPER@3,Elder's Druidic Staff (T8),,36945,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL3,Exceptional Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Elder's Druidic Inscriptions,1,,,,,,
T8_MAIN_NATURESTAFF_KEEPER@4,https://render.albiononline.com/v1/item/T8_MAIN_NATURESTAFF_KEEPER@4,Elder's Druidic Staff (T8),,113144,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Elder's Druidic Inscriptions,1,,,,,,
T8_MAIN_RAPIER_MORGANA,https://render.albiononline.com/v1/item/T8_MAIN_RAPIER_MORGANA,Elder's Bloodletter (T8),,113144,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_RAPIER_MORGANA,Elder's Hardened Debole,1,,,,,,
T8_MAIN_RAPIER_MORGANA@1,https://render.albiononline.com/v1/item/T8_MAIN_RAPIER_MORGANA@1,Elder's Bloodletter (T8),,21111,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_RAPIER_MORGANA,Elder's Hardened Debole,1,,,,,,
T8_MAIN_RAPIER_MORGANA@2,https://render.albiononline.com/v1/item/T8_MAIN_RAPIER_MORGANA@2,Elder's Bloodletter (T8),,36945,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_RAPIER_MORGANA,Elder's Hardened Debole,1,,,,,,
T8_MAIN_RAPIER_MORGANA@3,https://render.albiononline.com/v1/item/T8_MAIN_RAPIER_MORGANA@3,Elder's Bloodletter (T8),,64653,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_RAPIER_MORGANA,Elder's Hardened Debole,1,,,,,,
T8_MAIN_RAPIER_MORGANA@4,https://render.albiononline.com/v1/item/T8_MAIN_RAPIER_MORGANA@4,Elder's Bloodletter (T8),,113144,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_RAPIER_MORGANA,Elder's Hardened Debole,1,,,,,,
T8_MAIN_ROCKMACE_KEEPER,https://render.albiononline.com/v1/item/T8_MAIN_ROCKMACE_KEEPER,Elder's Bedrock Mace (T8),,21111,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,Elder's Runed Rock,1,,,,,,
T8_MAIN_ROCKMACE_KEEPER@1,https://render.albiononline.com/v1/item/T8_MAIN_ROCKMACE_KEEPER@1,Elder's Bedrock Mace (T8),,21111,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,Elder's Runed Rock,1,0,0,0,,,
T8_MAIN_ROCKMACE_KEEPER@2,https://render.albiononline.com/v1/item/T8_MAIN_ROCKMACE_KEEPER@2,Elder's Bedrock Mace (T8),,36945,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,Elder's Runed Rock,1,,,,,,
T8_MAIN_ROCKMACE_KEEPER@3,https://render.albiononline.com/v1/item/T8_MAIN_ROCKMACE_KEEPER@3,Elder's Bedrock Mace (T8),,64653,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,Elder's Runed Rock,1,,,,,,
T8_MAIN_ROCKMACE_KEEPER@4,https://render.albiononline.com/v1/item/T8_MAIN_ROCKMACE_KEEPER@4,Elder's Bedrock Mace (T8),,113144,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,Elder's Runed Rock,1,,,,,,
T8_MAIN_SCIMITAR_MORGANA,https://render.albiononline.com/v1/item/T8_MAIN_SCIMITAR_MORGANA,Elder's Clarent Blade (T8),,12064,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SCIMITAR_MORGANA,Elder's Bloodforged Blade,1,,,,,,
T8_MAIN_SCIMITAR_MORGANA@1,https://render.albiononline.com/v1/item/T8_MAIN_SCIMITAR_MORGANA@1,Elder's Clarent Blade (T8),,21111,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SCIMITAR_MORGANA,Elder's Bloodforged Blade,1,,,,,,
T8_MAIN_SCIMITAR_MORGANA@2,https://render.albiononline.com/v1/item/T8_MAIN_SCIMITAR_MORGANA@2,Elder's Clarent Blade (T8),,36945,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SCIMITAR_MORGANA,Elder's Bloodforged Blade,1,,,,,,
T8_MAIN_SCIMITAR_MORGANA@3,https://render.albiononline.com/v1/item/T8_MAIN_SCIMITAR_MORGANA@3,Elder's Clarent Blade (T8),,64653,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SCIMITAR_MORGANA,Elder's Bloodforged Blade,1,,,,,,
T8_MAIN_SCIMITAR_MORGANA@4,https://render.albiononline.com/v1/item/T8_MAIN_SCIMITAR_MORGANA@4,Elder's Clarent Blade (T8),,113144,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SCIMITAR_MORGANA,Elder's Bloodforged Blade,1,,,,,,
T8_MAIN_SPEAR,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR,Elder's Spear (T8),,12064,https://render.albiononline.com/v1/item/T8_PLANKS,Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,8,,,,,,,,,
T8_MAIN_SPEAR@1,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR@1,Elder's Spear (T8),,21111,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL1,Uncommon Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,8,,,,,,,,,
T8_MAIN_SPEAR@2,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR@2,Elder's Spear (T8),,36945,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL2,Rare Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,8,,,,,,,,,
T8_MAIN_SPEAR@3,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR@3,Elder's Spear (T8),,64653,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL3,Exceptional Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,8,,,,,,,,,
T8_MAIN_SPEAR@4,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR@4,Elder's Spear (T8),,113144,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,8,,,,,,,,,
T8_MAIN_SPEAR_KEEPER,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR_KEEPER,Elder's Heron Spear (T8),,12064,https://render.albiononline.com/v1/item/T8_PLANKS,Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SPEAR_KEEPER,Elder's Keeper Spearhead,1,,,,,,
T8_MAIN_SPEAR_KEEPER@1,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR_KEEPER@1,Elder's Heron Spear (T8),,21111,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL1,Uncommon Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SPEAR_KEEPER,Elder's Keeper Spearhead,1,,,,,,
T8_MAIN_SPEAR_KEEPER@2,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR_KEEPER@2,Elder's Heron Spear (T8),,36945,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL2,Rare Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SPEAR_KEEPER,Elder's Keeper Spearhead,1,,,,,,
T8_MAIN_SPEAR_KEEPER@3,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR_KEEPER@3,Elder's Heron Spear (T8),,64653,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL3,Exceptional Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SPEAR_KEEPER,Elder's Keeper Spearhead,1,,,,,,
T8_MAIN_SPEAR_KEEPER@4,https://render.albiononline.com/v1/item/T8_MAIN_SPEAR_KEEPER@4,Elder's Heron Spear (T8),,113144,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_SPEAR_KEEPER,Elder's Keeper Spearhead,1,,,,,,
T8_MAIN_SWORD,https://render.albiononline.com/v1/item/T8_MAIN_SWORD,Elder's Broadsword (T8),,12064,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,8,,,,,,,,,
T8_MAIN_SWORD@1,https://render.albiononline.com/v1/item/T8_MAIN_SWORD@1,Elder's Broadsword (T8),,21111,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,8,,,,,,,,,
T8_MAIN_SWORD@2,https://render.albiononline.com/v1/item/T8_MAIN_SWORD@2,Elder's Broadsword (T8),,36945,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,8,,,,,,,,,
T8_MAIN_SWORD@3,https://render.albiononline.com/v1/item/T8_MAIN_SWORD@3,Elder's Broadsword (T8),,64653,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,8,,,,,,,,,
T8_MAIN_SWORD@4,https://render.albiononline.com/v1/item/T8_MAIN_SWORD@4,Elder's Broadsword (T8),,113144,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,8,,,,,,,,,
T8_MEAL_STEW,https://render.albiononline.com/v1/item/T8_MEAL_STEW,Beef Stew (T8),,551,https://render.albiononline.com/v1/item/T8_PUMPKIN,Pumpkin,36,https://render.albiononline.com/v1/item/T4_BREAD,Bread,36,https://render.albiononline.com/v1/item/T8_MEAT,Raw Beef,72,,,,,,
T8_MEAL_STEW@1,https://render.albiononline.com/v1/item/T8_MEAL_STEW@1,Beef Stew (T8),,752,https://render.albiononline.com/v1/item/T8_PUMPKIN,Pumpkin,36,https://render.albiononline.com/v1/item/T4_BREAD,Bread,36,https://render.albiononline.com/v1/item/T8_MEAT,Raw Beef,72,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,90,,,
T7_MEAT,https://render.albiononline.com/v1/item/T7_MEAT,Raw Pork (T7),,20,https://render.albiononline.com/v1/item/T7_FARM_PIG_GROWN,Pig,1,,,,,,,,,,,,
T8_MEAT,https://render.albiononline.com/v1/item/T8_MEAT,Raw Beef (T8),,20,https://render.albiononline.com/v1/item/T8_FARM_COW_GROWN,Cow,1,,,,,,,,,,,,
T8_MILK,https://render.albiononline.com/v1/item/T8_MILK,Cow's Milk (T8),,NA,,,,,,,,,,,,,,,
T8_MOUNT_ARMORED_HORSE,https://render.albiononline.com/v1/item/T8_MOUNT_ARMORED_HORSE,Elder's Armored Horse (T8),,15080,https://render.albiononline.com/v1/item/T8_FARM_HORSE_GROWN,Elder's Horse,1,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,10,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,20,,,,,,
T8_MOUNT_ARMORED_HORSE_MORGANA,https://render.albiononline.com/v1/item/T8_MOUNT_ARMORED_HORSE_MORGANA,Morgana Nightmare (T8),,NA,https://render.albiononline.com/v1/item/T8_MOUNT_ARMORED_HORSE,Elder's Armored Horse,1,https://render.albiononline.com/v1/item/T8_MOUNTUPGRADE_HORSE_MORGANA,Infernal Horseshoes,1,,,,,,,,,
T8_MOUNT_COUGAR_KEEPER,https://render.albiononline.com/v1/item/T8_MOUNT_COUGAR_KEEPER,Rageclaw (T8),,17482,https://render.albiononline.com/v1/item/T5_MOUNT_COUGAR_KEEPER,Swiftclaw,1,https://render.albiononline.com/v1/item/T8_MOUNTUPGRADE_COUGAR_KEEPER,Sacred Bone Marrow,1,,,,,,,,,
T8_MOUNT_DIREBEAR,https://render.albiononline.com/v1/item/T8_MOUNT_DIREBEAR,Saddled Direbear (T8),,10053,https://render.albiononline.com/v1/item/T8_FARM_DIREBEAR_GROWN,Tame Direbear,1,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,20,,,,,,,,,
T8_MOUNT_DIREBEAR_FW_FORTSTERLING_ELITE,https://render.albiononline.com/v1/item/T8_MOUNT_DIREBEAR_FW_FORTSTERLING_ELITE,Elite Winter Bear (T8),,10053,https://render.albiononline.com/v1/item/T8_FARM_DIREBEAR_FW_FORTSTERLING_GROWN,Tame Elite Winter Bear,1,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,20,https://render.albiononline.com/v1/item/T1_FACTION_MOUNTAIN_TOKEN_1,Mountainheart,20,,,,,,
T8_MOUNT_DIREBOAR_FW_LYMHURST_ELITE,https://render.albiononline.com/v1/item/T8_MOUNT_DIREBOAR_FW_LYMHURST_ELITE,Elite Wild Boar (T8),,10053,https://render.albiononline.com/v1/item/T8_FARM_DIREBOAR_FW_LYMHURST_GROWN,Tame Elite Wild Boar,1,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,20,https://render.albiononline.com/v1/item/T1_FACTION_FOREST_TOKEN_1,Treeheart,20,,,,,,
T8_MOUNT_GREYWOLF_FW_CAERLEON_ELITE,https://render.albiononline.com/v1/item/T8_MOUNT_GREYWOLF_FW_CAERLEON_ELITE,Elite Greywolf (T8),,10053,https://render.albiononline.com/v1/item/T8_FARM_GREYWOLF_FW_CAERLEON_GROWN,Tame Elite Greywolf,1,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,20,https://render.albiononline.com/v1/item/T1_FACTION_CAERLEON_TOKEN_1,Shadowheart,20,,,,,,
T8_MOUNT_HORSE,https://render.albiononline.com/v1/item/T8_MOUNT_HORSE,Elder's Riding Horse (T8),,10053,https://render.albiononline.com/v1/item/T8_FARM_HORSE_GROWN,Elder's Horse,1,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,20,,,,,,,,,
T8_MOUNT_HORSE_UNDEAD,https://render.albiononline.com/v1/item/T8_MOUNT_HORSE_UNDEAD,Spectral Bonehorse (T8),,NA,https://render.albiononline.com/v1/item/T8_MOUNT_HORSE,Elder's Riding Horse,1,https://render.albiononline.com/v1/item/T8_MOUNTUPGRADE_HORSE_CURSE,Spectral Mask,1,,,,,,,,,
T8_MOUNT_MAMMOTH_BATTLE,https://render.albiononline.com/v1/item/T8_MOUNT_MAMMOTH_BATTLE,Elder's Command Mammoth (T8),,NA,https://render.albiononline.com/v1/item/T8_MOUNT_MAMMOTH_TRANSPORT,Elder's Transport Mammoth,1,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,20,https://render.albiononline.com/v1/item/UNIQUE_GVGTOKEN_GENERIC,Siphoned Energy,10000,,,,,,
T8_MOUNT_MAMMOTH_TRANSPORT,https://render.albiononline.com/v1/item/T8_MOUNT_MAMMOTH_TRANSPORT,Elder's Transport Mammoth (T8),,10053,https://render.albiononline.com/v1/item/T8_FARM_MAMMOTH_GROWN,Tame Mammoth,1,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,20,,,,,,,,,
