,Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
4450,T8_2H_WILDSTAFF@2,https://render.albiononline.com/v1/item/T8_2H_WILDSTAFF@2,Elder's Wild Staff ,,49260,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL2,Rare Whitewood Planks,20,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,12,,,,,,,,,
4451,T8_2H_WILDSTAFF@3,https://render.albiononline.com/v1/item/T8_2H_WILDSTAFF@3,Elder's Wild Staff ,,86205,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL3,Exceptional Whitewood Planks,20,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,12,,,,,,,,,
4452,T8_2H_WILDSTAFF@4,https://render.albiononline.com/v1/item/T8_2H_WILDSTAFF@4,Elder's Wild Staff ,,150858,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Whitewood Planks,20,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,12,,,,,,,,,
4453,T8_ALCOHOL,https://render.albiononline.com/v1/item/T8_ALCOHOL,Pumpkin Moonshine ,,38,https://render.albiononline.com/v1/item/T8_PUMPKIN,Pumpkin,1,,,,,,,,,,,,
4454,T8_ARMOR_CLOTH_KEEPER,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_KEEPER,Elder's Druid Robe ,,8042,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_CLOTH_KEEPER,Elder's Druidic Feathers,1,,,,,,,,,
4455,T8_ARMOR_CLOTH_KEEPER@1,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_KEEPER@1,Elder's Druid Robe ,,14074,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_CLOTH_KEEPER,Elder's Druidic Feathers,1,,,,,,,,,
4456,T8_ARMOR_CLOTH_KEEPER@2,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_KEEPER@2,Elder's Druid Robe ,,24630,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_CLOTH_KEEPER,Elder's Druidic Feathers,1,,,,,,,,,
4457,T8_ARMOR_CLOTH_KEEPER@3,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_KEEPER@3,Elder's Druid Robe ,,43102,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_CLOTH_KEEPER,Elder's Druidic Feathers,1,,,,,,,,,
4458,T8_ARMOR_CLOTH_KEEPER@4,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_KEEPER@4,Elder's Druid Robe ,,75429,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_CLOTH_KEEPER,Elder's Druidic Feathers,1,,,,,,,,,
4459,T8_ARMOR_CLOTH_SET1,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET1,Elder's Scholar Robe ,,8042,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,16,,,,,,,,,,,,
4460,T8_ARMOR_CLOTH_SET1@1,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET1@1,Elder's Scholar Robe ,,14074,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,16,,,,,,,,,,,,
4461,T8_ARMOR_CLOTH_SET1@2,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET1@2,Elder's Scholar Robe ,,24630,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,16,,,,,,,,,,,,
4462,T8_ARMOR_CLOTH_SET1@3,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET1@3,Elder's Scholar Robe ,,43102,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,16,,,,,,,,,,,,
4463,T8_ARMOR_CLOTH_SET1@4,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET1@4,Elder's Scholar Robe ,,75429,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,16,,,,,,,,,,,,
4464,T8_ARMOR_CLOTH_SET2,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET2,Elder's Cleric Robe ,,8042,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,16,,,,,,,,,,,,
4465,T8_ARMOR_CLOTH_SET2@1,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET2@1,Elder's Cleric Robe ,,14074,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,16,,,,,,,,,,,,
4466,T8_ARMOR_CLOTH_SET2@2,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET2@2,Elder's Cleric Robe ,,24630,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,16,,,,,,,,,,,,
4467,T8_ARMOR_CLOTH_SET2@3,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET2@3,Elder's Cleric Robe ,,43102,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,16,,,,,,,,,,,,
4468,T8_ARMOR_CLOTH_SET2@4,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET2@4,Elder's Cleric Robe ,,75429,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,16,,,,,,,,,,,,
4469,T8_ARMOR_CLOTH_SET3,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET3,Elder's Mage Robe ,,8042,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,16,,,,,,,,,,,,
4470,T8_ARMOR_CLOTH_SET3@1,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET3@1,Elder's Mage Robe ,,14074,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,16,,,,,,,,,,,,
4471,T8_ARMOR_CLOTH_SET3@2,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET3@2,Elder's Mage Robe ,,24630,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,16,,,,,,,,,,,,
4472,T8_ARMOR_CLOTH_SET3@3,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET3@3,Elder's Mage Robe ,,43102,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,16,,,,,,,,,,,,
4473,T8_ARMOR_CLOTH_SET3@4,https://render.albiononline.com/v1/item/T8_ARMOR_CLOTH_SET3@4,Elder's Mage Robe ,,75429,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,16,,,,,,,,,,,,
4474,T8_ARMOR_LEATHER_MORGANA,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_MORGANA,Elder's Stalker Jacket ,,8042,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_LEATHER_MORGANA,Elder's Imbued Leather Folds,1,,,,,,,,,
4475,T8_ARMOR_LEATHER_MORGANA@1,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_MORGANA@1,Elder's Stalker Jacket ,,14074,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_LEATHER_MORGANA,Elder's Imbued Leather Folds,1,,,,,,,,,
4476,T8_ARMOR_LEATHER_MORGANA@2,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_MORGANA@2,Elder's Stalker Jacket ,,24630,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_LEATHER_MORGANA,Elder's Imbued Leather Folds,1,,,,,,,,,
4477,T8_ARMOR_LEATHER_MORGANA@3,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_MORGANA@3,Elder's Stalker Jacket ,,43102,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_LEATHER_MORGANA,Elder's Imbued Leather Folds,1,,,,,,,,,
4478,T8_ARMOR_LEATHER_MORGANA@4,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_MORGANA@4,Elder's Stalker Jacket ,,75429,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_LEATHER_MORGANA,Elder's Imbued Leather Folds,1,,,,,,,,,
4479,T8_ARMOR_LEATHER_SET1,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET1,Elder's Mercenary Jacket ,,8042,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,16,,,,,,,,,,,,
4480,T8_ARMOR_LEATHER_SET1@1,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET1@1,Elder's Mercenary Jacket ,,14074,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,16,,,,,,,,,,,,
4481,T8_ARMOR_LEATHER_SET1@2,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET1@2,Elder's Mercenary Jacket ,,24630,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,16,,,,,,,,,,,,
4482,T8_ARMOR_LEATHER_SET1@3,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET1@3,Elder's Mercenary Jacket ,,43102,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,16,,,,,,,,,,,,
4483,T8_ARMOR_LEATHER_SET1@4,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET1@4,Elder's Mercenary Jacket ,,75429,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,16,,,,,,,,,,,,
4484,T8_ARMOR_LEATHER_SET2,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET2,Grandmaster's Hunter Jacket ,,8042,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL4,Pristine Reinforced Leather,16,,,,,,,,,,,,
4485,T8_ARMOR_LEATHER_SET2@1,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET2@1,Elder's Hunter Jacket ,,14074,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,16,,,,,,,,,,,,
4486,T8_ARMOR_LEATHER_SET2@2,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET2@2,Elder's Hunter Jacket ,,24630,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,16,,,,,,,,,,,,
4487,T8_ARMOR_LEATHER_SET2@3,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET2@3,Elder's Hunter Jacket ,,43102,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,16,,,,,,,,,,,,
4488,T8_ARMOR_LEATHER_SET2@4,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET2@4,Elder's Hunter Jacket ,,75429,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,16,,,,,,,,,,,,
4489,T8_ARMOR_LEATHER_SET3,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET3,Elder's Assassin Jacket ,,8042,https://render.albiononline.com/v1/item/T8_LEATHER,Fortified Leather,16,,,,,,,,,,,,
4490,T8_ARMOR_LEATHER_SET3@1,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET3@1,Elder's Assassin Jacket ,,14074,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL1,Uncommon Fortified Leather,16,,,,,,,,,,,,
4491,T8_ARMOR_LEATHER_SET3@2,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET3@2,Elder's Assassin Jacket ,,24630,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL2,Rare Fortified Leather,16,,,,,,,,,,,,
4492,T8_ARMOR_LEATHER_SET3@3,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET3@3,Elder's Assassin Jacket ,,43102,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL3,Exceptional Fortified Leather,16,,,,,,,,,,,,
4493,T8_ARMOR_LEATHER_SET3@4,https://render.albiononline.com/v1/item/T8_ARMOR_LEATHER_SET3@4,Elder's Assassin Jacket ,,75429,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,16,,,,,,,,,,,,
4494,T8_ARMOR_PLATE_SET1,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET1,Elder's Soldier Armor ,,8042,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,,,,,,,,,,,,
4495,T8_ARMOR_PLATE_SET1@1,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET1@1,Elder's Soldier Armor ,,14074,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,,,,,,,,,,,,
4496,T8_ARMOR_PLATE_SET1@2,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET1@2,Elder's Soldier Armor ,,24630,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,,,,,,,,,,,,
4497,T8_ARMOR_PLATE_SET1@3,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET1@3,Elder's Soldier Armor ,,43102,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,,,,,,,,,,,,
4498,T8_ARMOR_PLATE_SET1@4,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET1@4,Elder's Soldier Armor ,,75429,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,,,,,,,,,,,,
4499,T8_ARMOR_PLATE_SET2,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET2,Elder's Knight Armor ,,8042,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,,,,,,,,,,,,
4500,T8_ARMOR_PLATE_SET2@1,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET2@1,Elder's Knight Armor ,,14074,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,,,,,,,,,,,,
4501,T8_ARMOR_PLATE_SET2@2,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET2@2,Elder's Knight Armor ,,24630,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,,,,,,,,,,,,
4502,T8_ARMOR_PLATE_SET2@3,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET2@3,Elder's Knight Armor ,,43102,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,,,,,,,,,,,,
4503,T8_ARMOR_PLATE_SET2@4,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET2@4,Elder's Knight Armor ,,75429,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,,,,,,,,,,,,
4504,T8_ARMOR_PLATE_SET3,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET3,Elder's Guardian Armor ,,8042,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,,,,,,,,,,,,
4505,T8_ARMOR_PLATE_SET3@1,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET3@1,Elder's Guardian Armor ,,14074,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,,,,,,,,,,,,
4506,T8_ARMOR_PLATE_SET3@2,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET3@2,Elder's Guardian Armor ,,24630,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,,,,,,,,,,,,
4507,T8_ARMOR_PLATE_SET3@3,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET3@3,Elder's Guardian Armor ,,43102,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,,,,,,,,,,,,
4508,T8_ARMOR_PLATE_SET3@4,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_SET3@4,Elder's Guardian Armor ,,75429,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,,,,,,,,,,,,
4509,T8_ARMOR_PLATE_UNDEAD,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_UNDEAD,Elder's Graveguard Armor ,,8042,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_PLATE_UNDEAD,Elder's Ancient Chain Rings,1,,,,,,,,,
4510,T8_ARMOR_PLATE_UNDEAD@1,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_UNDEAD@1,Elder's Graveguard Armor ,,14074,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_PLATE_UNDEAD,Elder's Ancient Chain Rings,1,,,,,,,,,
4511,T8_ARMOR_PLATE_UNDEAD@2,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_UNDEAD@2,Elder's Graveguard Armor ,,24630,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_PLATE_UNDEAD,Elder's Ancient Chain Rings,1,,,,,,,,,
4512,T8_ARMOR_PLATE_UNDEAD@3,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_UNDEAD@3,Elder's Graveguard Armor ,,43102,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_PLATE_UNDEAD,Elder's Ancient Chain Rings,1,,,,,,,,,
4513,T8_ARMOR_PLATE_UNDEAD@4,https://render.albiononline.com/v1/item/T8_ARMOR_PLATE_UNDEAD@4,Elder's Graveguard Armor ,,75429,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_ARTEFACT_ARMOR_PLATE_UNDEAD,Elder's Ancient Chain Rings,1,,,,,,,,,
4514,T8_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON,Elder's Hypnotic Harmonic Ring ,,,https://render.albiononline.com/v1/item/T8_SHARD_AVALONIAN,Elder's Avalonian Shard,50,,,,,,,,,,,,
4515,T8_ARTEFACT_2H_ARCANESTAFF_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_ARCANESTAFF_HELL,Elder's Occult Orb ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4516,T8_ARTEFACT_2H_CLEAVER_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_CLEAVER_HELL,Elder's Demonic Blade ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4517,T8_ARTEFACT_2H_COMBATSTAFF_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_COMBATSTAFF_MORGANA,Elder's Reinforced Morgana Pole ,,,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4518,T8_ARTEFACT_2H_CURSEDSTAFF_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_CURSEDSTAFF_MORGANA,Elder's Bloodforged Catalyst ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4519,T8_ARTEFACT_2H_DUALAXE_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_DUALAXE_KEEPER,Elder's Keeper Axeheads ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4520,T8_ARTEFACT_2H_DUALHAMMER_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_DUALHAMMER_HELL,Elder's Hellish Hammer Heads ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4521,T8_ARTEFACT_2H_DUALSCIMITAR_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_DUALSCIMITAR_UNDEAD,Elder's Cursed Blades ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4522,T8_ARTEFACT_2H_DUALSICKLE_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_DUALSICKLE_UNDEAD,Elder's Ghastly Blades ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4523,T8_ARTEFACT_2H_ENIGMATICORB_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_ENIGMATICORB_MORGANA,Elder's Possessed Catalyst ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4524,T8_ARTEFACT_2H_FIRE_RINGPAIR_AVALON,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_FIRE_RINGPAIR_AVALON,Elder's Glowing Harmonic Ring ,,,https://render.albiononline.com/v1/item/T8_SHARD_AVALONIAN,Elder's Avalonian Shard,50,,,,,,,,,,,,
4525,T8_ARTEFACT_2H_FIRESTAFF_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_FIRESTAFF_HELL,Elder's Burning Orb ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4526,T8_ARTEFACT_2H_HALBERD_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_HALBERD_MORGANA,Elder's Morgana Halberd Head ,,,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4527,T8_ARTEFACT_2H_HAMMER_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_HAMMER_UNDEAD,Elder's Ancient Hammer Head ,,,https://render.albiononline.com/v1/item/T8_RUNE,Elder's Rune,50,,,,,,,,,,,,
4528,T8_ARTEFACT_2H_HARPOON_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_HARPOON_HELL,Elder's Infernal Harpoon Tip ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4529,T8_ARTEFACT_2H_HOLYSTAFF_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_HOLYSTAFF_HELL,Elder's Infernal Scroll ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4530,T8_ARTEFACT_2H_HOLYSTAFF_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_HOLYSTAFF_UNDEAD,Elder's Ghastly Scroll ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4531,T8_ARTEFACT_2H_ICECRYSTAL_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_ICECRYSTAL_UNDEAD,Elder's Cursed Frozen Crystal ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4532,T8_ARTEFACT_2H_ICEGAUNTLETS_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_ICEGAUNTLETS_HELL,Elder's Icicle Orb ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4533,T8_ARTEFACT_2H_INFERNOSTAFF_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_INFERNOSTAFF_MORGANA,Elder's Unholy Scroll ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4534,T8_ARTEFACT_2H_IRONGAUNTLETS_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_IRONGAUNTLETS_HELL,Elder's Black Leather ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4535,T8_ARTEFACT_2H_MACE_MORGANA,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_MACE_MORGANA,Elder's Imbued Mace Head ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4536,T8_ARTEFACT_2H_NATURESTAFF_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_NATURESTAFF_HELL,Elder's Symbol of Blight ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4537,T8_ARTEFACT_2H_NATURESTAFF_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_NATURESTAFF_KEEPER,Elder's Preserved Log ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4538,T8_ARTEFACT_2H_RAM_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_RAM_KEEPER,Elder's Engraved Log ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4539,T8_ARTEFACT_2H_ROCKSTAFF_KEEPER,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_ROCKSTAFF_KEEPER,Elder's Preserved Rocks ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
4540,T8_ARTEFACT_2H_SCYTHE_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_SCYTHE_HELL,Elder's Hellish Sicklehead ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4541,T8_ARTEFACT_2H_SKULLORB_HELL,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_SKULLORB_HELL,Elder's Cursed Jawbone ,,,https://render.albiononline.com/v1/item/T8_SOUL,Elder's Soul,50,,,,,,,,,,,,
4542,T8_ARTEFACT_2H_TRIDENT_UNDEAD,https://render.albiononline.com/v1/item/T8_ARTEFACT_2H_TRIDENT_UNDEAD,Elder's Cursed Barbs ,,,https://render.albiononline.com/v1/item/T8_RELIC,Elder's Relic,50,,,,,,,,,,,,
